Surface No.;Grid;Grid Point Coordinates [m];;;;Moments [kNm/m];;;Shear Forces [kN/m];;Axial Forces [kN/m];;;
;Point No.;X;Y;Z;;m_x;m_y;m_xy;v_x;v_y;n_x;n_y;n_xy;Surface Comment
1;243;12.500;3.500;-3.600;max;0.057;0.005;0.014;0.029;0.055;0.015;0.017;0.030;
1;243;12.500;3.500;-3.600;min;-0.057;-0.005;-0.014;-0.029;-0.055;-0.015;-0.017;-0.030;
1;244;13.000;3.500;-3.600;max;0.039;0.002;0.004;0.029;0.005;0.020;0.009;0.022;
1;244;13.000;3.500;-3.600;min;-0.039;-0.002;-0.004;-0.029;-0.005;-0.020;-0.009;-0.022;
1;245;13.500;3.500;-3.600;max;0.030;0.002;0.001;0.014;0.003;0.019;0.005;0.013;
1;245;13.500;3.500;-3.600;min;-0.030;-0.002;-0.001;-0.014;-0.003;-0.019;-0.005;-0.013;
1;246;14.000;3.500;-3.600;max;0.025;0.001;0.002;0.007;0.002;0.018;0.004;0.013;
1;246;14.000;3.500;-3.600;min;-0.025;-0.001;-0.002;-0.007;-0.002;-0.018;-0.004;-0.013;
1;247;14.500;3.500;-3.600;max;0.022;0.002;0.004;0.005;0.009;0.013;0.005;0.015;
1;247;14.500;3.500;-3.600;min;-0.022;-0.002;-0.004;-0.005;-0.009;-0.013;-0.005;-0.015;
1;248;15.000;3.500;-3.600;max;0.019;0.006;0.009;0.004;0.007;0.002;0.007;0.012;
1;248;15.000;3.500;-3.600;min;-0.019;-0.006;-0.009;-0.004;-0.007;-0.002;-0.007;-0.012;
1;249;0.000;4.000;-3.600;max;0.022;0.005;0.009;0.077;0.003;0.121;0.018;0.023;
1;249;0.000;4.000;-3.600;min;-0.022;-0.005;-0.009;-0.077;-0.003;-0.121;-0.018;-0.023;
1;250;0.500;4.000;-3.600;max;0.013;0.001;0.007;0.071;0.005;0.081;0.007;0.011;
1;250;0.500;4.000;-3.600;min;-0.013;-0.001;-0.007;-0.071;-0.005;-0.081;-0.007;-0.011;
1;251;1.000;4.000;-3.600;max;0.010;0.001;0.007;0.067;0.001;0.052;0.001;0.001;
1;251;1.000;4.000;-3.600;min;-0.010;-0.001;-0.007;-0.067;-0.001;-0.052;-0.001;-0.001;
1;252;1.500;4.000;-3.600;max;0.009;0.001;0.006;0.065;0.000;0.044;0.001;0.001;
1;252;1.500;4.000;-3.600;min;-0.009;-0.001;-0.006;-0.065;0.000;-0.044;-0.001;-0.001;
1;253;2.000;4.000;-3.600;max;0.007;0.001;0.006;0.068;0.003;0.042;0.000;0.001;
1;253;2.000;4.000;-3.600;min;-0.007;-0.001;-0.006;-0.068;-0.003;-0.042;0.000;-0.001;
1;254;2.500;4.000;-3.600;max;0.011;0.002;0.005;0.091;0.022;0.037;0.005;0.006;
1;254;2.500;4.000;-3.600;min;-0.011;-0.002;-0.005;-0.091;-0.022;-0.037;-0.005;-0.006;
1;255;3.000;4.000;-3.600;max;0.039;0.006;0.013;0.086;0.011;0.096;0.030;0.028;
1;255;3.000;4.000;-3.600;min;-0.039;-0.006;-0.013;-0.086;-0.011;-0.096;-0.030;-0.028;
1;256;3.500;4.000;-3.600;max;0.039;0.001;0.006;0.035;0.006;0.111;0.002;0.009;
1;256;3.500;4.000;-3.600;min;-0.039;-0.001;-0.006;-0.035;-0.006;-0.111;-0.002;-0.009;
1;257;4.000;4.000;-3.600;max;0.035;0.000;0.003;0.031;0.004;0.093;0.001;0.000;
1;257;4.000;4.000;-3.600;min;-0.035;0.000;-0.003;-0.031;-0.004;-0.093;-0.001;0.000;
1;258;4.500;4.000;-3.600;max;0.039;0.000;0.002;0.026;0.001;0.094;0.002;0.000;
1;258;4.500;4.000;-3.600;min;-0.039;0.000;-0.002;-0.026;-0.001;-0.094;-0.002;0.000;
1;259;5.000;4.000;-3.600;max;0.048;0.000;0.002;0.026;0.015;0.111;0.001;0.000;
1;259;5.000;4.000;-3.600;min;-0.048;0.000;-0.002;-0.026;-0.015;-0.111;-0.001;0.000;
1;260;5.500;4.000;-3.600;max;0.095;0.002;0.009;0.084;0.057;0.171;0.014;0.028;
1;260;5.500;4.000;-3.600;min;-0.095;-0.002;-0.009;-0.084;-0.057;-0.171;-0.014;-0.028;
1;261;6.000;4.000;-3.600;max;0.147;0.010;0.064;0.209;0.005;0.284;0.098;0.098;
1;261;6.000;4.000;-3.600;min;-0.147;-0.010;-0.064;-0.209;-0.005;-0.284;-0.098;-0.098;
1;262;6.500;4.000;-3.600;max;0.091;0.002;0.009;0.094;0.059;0.174;0.014;0.028;
1;262;6.500;4.000;-3.600;min;-0.091;-0.002;-0.009;-0.094;-0.059;-0.174;-0.014;-0.028;
1;263;7.000;4.000;-3.600;max;0.045;0.001;0.003;0.035;0.015;0.118;0.001;0.000;
1;263;7.000;4.000;-3.600;min;-0.045;-0.001;-0.003;-0.035;-0.015;-0.118;-0.001;0.000;
1;264;7.500;4.000;-3.600;max;0.037;0.000;0.002;0.031;0.001;0.107;0.002;0.000;
1;264;7.500;4.000;-3.600;min;-0.037;0.000;-0.002;-0.031;-0.001;-0.107;-0.002;0.000;
1;265;8.000;4.000;-3.600;max;0.036;0.000;0.002;0.035;0.008;0.112;0.001;0.000;
1;265;8.000;4.000;-3.600;min;-0.036;0.000;-0.002;-0.035;-0.008;-0.112;-0.001;0.000;
1;266;8.500;4.000;-3.600;max;0.053;0.001;0.004;0.069;0.031;0.142;0.007;0.015;
1;266;8.500;4.000;-3.600;min;-0.053;-0.001;-0.004;-0.069;-0.031;-0.142;-0.007;-0.015;
1;267;9.000;4.000;-3.600;max;0.082;0.007;0.033;0.133;0.007;0.164;0.051;0.051;
1;267;9.000;4.000;-3.600;min;-0.082;-0.007;-0.033;-0.133;-0.007;-0.164;-0.051;-0.051;
1;268;9.500;4.000;-3.600;max;0.054;0.001;0.004;0.069;0.031;0.088;0.008;0.014;
1;268;9.500;4.000;-3.600;min;-0.054;-0.001;-0.004;-0.069;-0.031;-0.088;-0.008;-0.014;
1;269;10.000;4.000;-3.600;max;0.037;0.000;0.002;0.034;0.008;0.086;0.001;0.000;
1;269;10.000;4.000;-3.600;min;-0.037;0.000;-0.002;-0.034;-0.008;-0.086;-0.001;0.000;
1;270;10.500;4.000;-3.600;max;0.038;0.000;0.002;0.031;0.001;0.099;0.002;0.000;
1;270;10.500;4.000;-3.600;min;-0.038;0.000;-0.002;-0.031;-0.001;-0.099;-0.002;0.000;
1;271;11.000;4.000;-3.600;max;0.046;0.000;0.003;0.034;0.015;0.126;0.001;0.000;
1;271;11.000;4.000;-3.600;min;-0.046;0.000;-0.003;-0.034;-0.015;-0.126;-0.001;0.000;
1;272;11.500;4.000;-3.600;max;0.093;0.002;0.009;0.092;0.058;0.200;0.013;0.029;
1;272;11.500;4.000;-3.600;min;-0.093;-0.002;-0.009;-0.092;-0.058;-0.200;-0.013;-0.029;
1;273;12.000;4.000;-3.600;max;0.146;0.010;0.064;0.207;0.006;0.276;0.098;0.099;
1;273;12.000;4.000;-3.600;min;-0.146;-0.010;-0.064;-0.207;-0.006;-0.276;-0.098;-0.099;
1;274;12.500;4.000;-3.600;max;0.090;0.002;0.009;0.083;0.057;0.115;0.014;0.028;
1;274;12.500;4.000;-3.600;min;-0.090;-0.002;-0.009;-0.083;-0.057;-0.115;-0.014;-0.028;
1;275;13.000;4.000;-3.600;max;0.042;0.001;0.002;0.022;0.015;0.048;0.001;0.000;
1;275;13.000;4.000;-3.600;min;-0.042;-0.001;-0.002;-0.022;-0.015;-0.048;-0.001;0.000;
1;276;13.500;4.000;-3.600;max;0.031;0.000;0.001;0.022;0.001;0.028;0.002;0.000;
1;276;13.500;4.000;-3.600;min;-0.031;0.000;-0.001;-0.022;-0.001;-0.028;-0.002;0.000;
1;277;14.000;4.000;-3.600;max;0.026;0.000;0.002;0.027;0.003;0.034;0.001;0.001;
1;277;14.000;4.000;-3.600;min;-0.026;0.000;-0.002;-0.027;-0.003;-0.034;-0.001;-0.001;
1;278;14.500;4.000;-3.600;max;0.028;0.001;0.005;0.031;0.009;0.061;0.005;0.010;
1;278;14.500;4.000;-3.600;min;-0.028;-0.001;-0.005;-0.031;-0.009;-0.061;-0.005;-0.010;
1;279;15.000;4.000;-3.600;max;0.030;0.003;0.013;0.040;0.007;0.103;0.029;0.028;
1;279;15.000;4.000;-3.600;min;-0.030;-0.003;-0.013;-0.040;-0.007;-0.103;-0.029;-0.028;
Extremes;261;6.000;4.000;-3.600;m_x;0.147;0.010;0.064;0.209;0.005;0.284;0.098;0.098;
1;261;6.000;4.000;-3.600;m_x;-0.147;-0.010;-0.064;-0.209;-0.005;-0.284;-0.098;-0.098;
1;230;6.000;3.500;-3.600;m_y;0.068;0.021;0.041;0.010;0.006;0.070;0.015;0.027;
1;230;6.000;3.500;-3.600;m_y;-0.068;-0.021;-0.041;-0.010;-0.006;-0.070;-0.015;-0.027;
1;261;6.000;4.000;-3.600;m_xy;0.147;0.010;0.064;0.209;0.005;0.284;0.098;0.098;
1;261;6.000;4.000;-3.600;m_xy;-0.147;-0.010;-0.064;-0.209;-0.005;-0.284;-0.098;-0.098;
1;261;6.000;4.000;-3.600;v_x;0.147;0.010;0.064;0.209;0.005;0.284;0.098;0.098;
1;261;6.000;4.000;-3.600;v_x;-0.147;-0.010;-0.064;-0.209;-0.005;-0.284;-0.098;-0.098;
1;262;6.500;4.000;-3.600;v_y;0.091;0.002;0.009;0.094;0.059;0.174;0.014;0.028;
1;262;6.500;4.000;-3.600;v_y;-0.091;-0.002;-0.009;-0.094;-0.059;-0.174;-0.014;-0.028;
1;1;0.000;0.000;-3.600;n_x;0.020;0.007;0.012;0.100;0.013;0.315;0.103;0.095;
1;1;0.000;0.000;-3.600;n_x;-0.020;-0.007;-0.012;-0.100;-0.013;-0.315;-0.103;-0.095;
1;1;0.000;0.000;-3.600;n_y;0.020;0.007;0.012;0.100;0.013;0.315;0.103;0.095;
1;1;0.000;0.000;-3.600;n_y;-0.020;-0.007;-0.012;-0.100;-0.013;-0.315;-0.103;-0.095;
1;273;12.000;4.000;-3.600;n_xy;0.146;0.010;0.064;0.207;0.006;0.276;0.098;0.099;
1;273;12.000;4.000;-3.600;n_xy;-0.146;-0.010;-0.064;-0.207;-0.006;-0.276;-0.098;-0.099;
Total;;;;;;0.147;0.021;0.064;0.209;0.059;0.315;0.103;0.099;
1;;;;;;-0.147;-0.021;-0.064;-0.209;-0.059;-0.315;-0.103;-0.099;
;;;;;;;;;;;;;;
;Total max/min values with corresponding values;;;;;;;;;;;;;
1;261;6.000;4.000;-3.600;m_x;0.147;0.010;0.064;0.209;0.005;0.284;0.098;0.098;
1;261;6.000;4.000;-3.600;m_x;-0.147;-0.010;-0.064;-0.209;-0.005;-0.284;-0.098;-0.098;
1;230;6.000;3.500;-3.600;m_y;0.068;0.021;0.041;0.010;0.006;0.070;0.015;0.027;
1;230;6.000;3.500;-3.600;m_y;-0.068;-0.021;-0.041;-0.010;-0.006;-0.070;-0.015;-0.027;
1;261;6.000;4.000;-3.600;m_xy;0.147;0.010;0.064;0.209;0.005;0.284;0.098;0.098;
1;261;6.000;4.000;-3.600;m_xy;-0.147;-0.010;-0.064;-0.209;-0.005;-0.284;-0.098;-0.098;
1;261;6.000;4.000;-3.600;v_x;0.147;0.010;0.064;0.209;0.005;0.284;0.098;0.098;
1;261;6.000;4.000;-3.600;v_x;-0.147;-0.010;-0.064;-0.209;-0.005;-0.284;-0.098;-0.098;
1;262;6.500;4.000;-3.600;v_y;0.091;0.002;0.009;0.094;0.059;0.174;0.014;0.028;
1;262;6.500;4.000;-3.600;v_y;-0.091;-0.002;-0.009;-0.094;-0.059;-0.174;-0.014;-0.028;
1;1;0.000;0.000;-3.600;n_x;0.020;0.007;0.012;0.100;0.013;0.315;0.103;0.095;
1;1;0.000;0.000;-3.600;n_x;-0.020;-0.007;-0.012;-0.100;-0.013;-0.315;-0.103;-0.095;
1;1;0.000;0.000;-3.600;n_y;0.020;0.007;0.012;0.100;0.013;0.315;0.103;0.095;
1;1;0.000;0.000;-3.600;n_y;-0.020;-0.007;-0.012;-0.100;-0.013;-0.315;-0.103;-0.095;
1;273;12.000;4.000;-3.600;n_xy;0.146;0.010;0.064;0.207;0.006;0.276;0.098;0.099;
1;273;12.000;4.000;-3.600;n_xy;-0.146;-0.010;-0.064;-0.207;-0.006;-0.276;-0.098;-0.099;
;;;;;;;;;;;;;;
Total;;;;;;0.147;0.021;0.064;0.209;0.059;0.315;0.103;0.099;
max/min;;;;;;-0.147;-0.021;-0.064;-0.209;-0.059;-0.315;-0.103;-0.099;
