Surface No.;Grid;Grid Point Coordinates [m];;;;Moments [kNm/m];;;;Shear Forces [kN/m];;Axial Forces [kN/m];;;;
1;21;10.000;0.000;-3.600;;1.309;-63.536;87.58;32.422;39.455;-5.15;55.885;-0.701;-0.16;28.293;
1;22;10.500;0.000;-3.600;;-0.180;-51.972;86.18;25.896;45.889;-1.09;64.494;-1.073;0.07;32.784;
1;23;11.000;0.000;-3.600;;0.840;-39.402;84.88;20.121;54.704;6.82;78.417;0.106;0.16;39.156;
1;24;11.500;0.000;-3.600;;1.082;-12.641;72.54;6.862;105.533;-26.69;114.132;2.601;-6.49;55.765;
1;25;12.000;0.000;-3.600;;14.459;-89.220;-47.08;51.839;188.804;19.40;91.353;-19.774;-36.73;55.563;
1;26;12.500;0.000;-3.600;;1.257;-90.277;89.89;45.767;134.112;5.45;8.402;-14.954;-33.54;11.678;
1;27;13.000;0.000;-3.600;;2.575;-43.701;79.60;23.138;104.219;-4.52;41.988;-2.054;-0.51;22.021;
1;28;13.500;0.000;-3.600;;1.679;-18.823;67.06;10.251;107.552;-0.31;76.638;-2.199;-0.49;39.418;
1;29;14.000;0.000;-3.600;;12.721;-4.509;29.95;8.615;113.189;3.35;128.474;1.640;-0.95;63.417;
1;30;14.500;0.000;-3.600;;55.712;-1.268;3.00;28.490;157.905;-10.65;240.314;10.340;-9.32;114.987;
1;31;15.000;0.000;-3.600;;128.379;2.996;-13.56;62.691;232.162;-5.31;435.804;77.237;-19.52;179.284;
1;32;0.000;0.500;-3.600;;65.726;9.893;8.69;27.917;26.109;179.75;33.119;-34.576;50.78;33.847;
1;33;0.500;0.500;-3.600;;41.548;0.601;-12.54;20.473;52.394;-136.48;89.217;-8.309;34.81;48.763;
1;34;1.000;0.500;-3.600;;22.089;-9.477;-33.50;15.783;48.252;166.64;103.935;-23.716;21.68;63.826;
1;35;1.500;0.500;-3.600;;7.139;-26.969;-62.95;17.054;47.055;-176.63;93.737;-19.968;25.10;56.853;
1;36;2.000;0.500;-3.600;;2.570;-51.924;-73.16;27.247;45.392;-157.33;73.774;5.279;26.08;34.247;
1;37;2.500;0.500;-3.600;;-6.918;-70.482;-82.48;31.782;53.688;138.71;66.334;-10.993;14.16;38.664;
1;38;3.000;0.500;-3.600;;-2.244;-55.603;65.86;26.680;46.425;110.42;64.851;3.680;17.01;30.585;
1;39;3.500;0.500;-3.600;;-0.289;-16.943;-89.39;8.327;37.619;-113.17;69.978;3.428;16.86;33.275;
1;40;4.000;0.500;-3.600;;-0.572;-32.694;-84.60;16.061;22.845;-173.35;72.561;1.640;11.40;35.461;
1;41;4.500;0.500;-3.600;;-0.948;-45.452;-85.24;22.252;20.159;-176.69;66.074;0.934;7.38;32.570;
1;42;5.000;0.500;-3.600;;-2.210;-57.662;-87.78;27.726;24.771;-179.02;62.297;-0.026;6.01;31.162;
1;43;5.500;0.500;-3.600;;-6.221;-72.039;89.22;32.909;33.928;168.47;63.050;-0.901;4.86;31.975;
1;44;6.000;0.500;-3.600;;-9.686;-69.958;82.61;30.136;54.120;98.09;65.305;7.706;5.66;28.799;
1;45;6.500;0.500;-3.600;;-3.597;-53.543;88.84;24.973;20.924;-74.05;70.463;4.229;6.24;33.117;
1;46;7.000;0.500;-3.600;;-1.889;-56.594;89.46;27.353;3.865;-136.95;74.063;2.437;3.26;35.813;
1;47;7.500;0.500;-3.600;;-1.495;-58.431;89.53;28.468;3.056;-138.58;73.336;1.941;0.15;35.697;
1;48;8.000;0.500;-3.600;;-1.973;-59.102;89.40;28.564;3.376;-132.11;73.989;2.338;-2.83;35.825;
1;49;8.500;0.500;-3.600;;-4.045;-58.823;89.54;27.389;19.898;-121.90;70.942;3.977;-5.59;33.483;
1;50;9.000;0.500;-3.600;;-10.604;-72.826;-85.94;31.111;54.144;84.37;66.450;8.328;-4.81;29.061;
1;51;9.500;0.500;-3.600;;-5.986;-73.906;89.79;33.960;29.483;5.56;64.702;-0.195;-3.65;32.448;
1;52;10.000;0.500;-3.600;;-2.035;-62.119;87.38;30.042;20.889;-2.42;64.330;0.305;-4.75;32.013;
1;53;10.500;0.500;-3.600;;-0.780;-51.721;85.62;25.470;17.586;-4.91;67.457;1.079;-6.25;33.189;
1;54;11.000;0.500;-3.600;;-0.490;-40.197;85.84;19.854;21.082;-8.26;72.841;1.954;-10.34;35.444;
1;55;11.500;0.500;-3.600;;-0.372;-25.345;-89.93;12.487;37.317;-67.90;68.614;4.152;-16.23;32.231;
1;56;12.000;0.500;-3.600;;-1.623;-60.303;-69.02;29.340;52.287;67.24;60.092;3.427;-18.14;28.333;
1;57;12.500;0.500;-3.600;;-6.826;-67.308;88.04;30.241;57.302;28.27;57.023;-9.591;-18.15;33.307;
1;58;13.000;0.500;-3.600;;0.230;-42.280;79.54;21.255;42.977;2.10;58.274;-7.110;-21.45;32.692;
1;59;13.500;0.500;-3.600;;4.736;-22.300;64.33;13.518;35.287;-1.51;71.765;-5.652;-22.43;38.708;
1;60;14.000;0.500;-3.600;;13.681;-6.830;32.64;10.255;42.013;-5.84;92.525;-10.435;-26.94;51.480;
1;61;14.500;0.500;-3.600;;34.848;2.320;4.64;16.264;57.993;-40.90;88.498;-19.166;-36.14;53.832;
1;62;15.000;0.500;-3.600;;65.734;7.546;-14.80;29.094;35.099;2.30;37.132;-41.483;-46.29;39.308;
1;63;0.000;1.000;-3.600;;25.397;2.306;2.55;11.546;11.041;59.63;-17.566;-24.253;46.98;3.343;
1;64;0.500;1.000;-3.600;;25.345;-1.326;-16.78;13.335;38.384;-98.01;43.022;-25.524;67.25;34.273;
1;65;1.000;1.000;-3.600;;19.410;-4.611;-38.68;12.011;41.362;130.80;21.682;-27.958;47.98;24.820;
1;66;1.500;1.000;-3.600;;8.330;-31.020;-70.51;19.675;50.063;-175.60;76.658;-11.114;20.86;43.886;
1;67;2.000;1.000;-3.600;;1.625;-49.833;-60.90;25.729;55.442;-122.03;130.080;17.187;27.20;56.447;
1;68;2.500;1.000;-3.600;;-5.584;-48.903;-79.24;21.660;50.767;99.59;81.119;-12.791;19.72;46.955;
1;69;3.000;1.000;-3.600;;-3.762;-42.019;83.41;19.128;21.408;78.15;56.328;6.103;12.69;25.112;
1;70;3.500;1.000;-3.600;;-1.612;-27.782;87.75;13.085;17.084;-101.42;58.838;10.648;15.64;24.095;
1;71;4.000;1.000;-3.600;;-2.010;-34.329;-86.56;16.159;15.349;-157.21;61.246;5.558;12.13;27.844;
1;72;4.500;1.000;-3.600;;-2.100;-44.873;-86.21;21.386;19.017;-177.35;63.909;3.113;8.50;30.398;
1;73;5.000;1.000;-3.600;;-3.025;-55.959;-87.72;26.467;20.063;171.25;65.234;1.493;5.47;31.870;
1;74;5.500;1.000;-3.600;;-4.764;-65.573;89.43;30.404;20.142;143.43;66.013;1.206;2.63;32.403;
1;75;6.000;1.000;-3.600;;-5.719;-67.196;86.12;30.739;27.853;88.22;66.185;7.212;0.74;29.487;
1;76;6.500;1.000;-3.600;;-3.689;-58.241;87.46;27.276;9.097;-49.81;67.871;8.046;3.14;29.913;
1;77;7.000;1.000;-3.600;;-3.144;-57.547;88.61;27.202;3.857;-73.54;69.911;4.895;1.95;32.508;
1;78;7.500;1.000;-3.600;;-2.824;-58.411;89.30;27.793;3.068;-128.70;71.260;4.168;0.07;33.546;
1;79;8.000;1.000;-3.600;;-3.257;-59.750;89.85;28.247;5.524;-146.32;70.365;4.666;-1.82;32.849;
1;80;8.500;1.000;-3.600;;-4.072;-62.126;-89.45;29.027;9.639;-149.21;68.727;7.579;-3.09;30.574;
1;81;9.000;1.000;-3.600;;-6.167;-70.850;-88.47;32.342;27.927;92.69;67.263;7.450;-0.84;29.907;
1;82;9.500;1.000;-3.600;;-4.727;-69.071;89.08;32.172;17.304;32.22;67.289;1.875;-2.01;32.707;
1;83;10.000;1.000;-3.600;;-2.883;-60.981;86.95;29.049;17.436;5.68;66.769;1.707;-4.42;32.531;
1;84;10.500;1.000;-3.600;;-1.862;-51.602;86.12;24.870;16.640;-6.15;65.528;3.140;-6.92;31.194;
1;85;11.000;1.000;-3.600;;-1.717;-42.449;87.20;20.366;14.133;-28.91;62.311;5.764;-9.74;28.274;
1;86;11.500;1.000;-3.600;;-1.281;-36.741;-87.60;17.730;18.129;-81.50;58.320;11.776;-12.03;23.272;
1;87;12.000;1.000;-3.600;;-2.701;-50.719;-82.21;24.009;24.021;94.07;54.351;7.800;-6.53;23.275;
1;88;12.500;1.000;-3.600;;-3.753;-53.295;88.02;24.771;34.581;49.36;54.729;-4.033;-13.85;29.381;
1;89;13.000;1.000;-3.600;;-0.677;-38.224;79.21;18.773;33.673;13.03;55.097;-3.692;-22.71;29.395;
1;90;13.500;1.000;-3.600;;2.415;-20.521;66.38;11.468;34.472;-1.49;55.156;-5.524;-31.76;30.340;
1;91;14.000;1.000;-3.600;;8.307;-6.283;34.85;7.295;32.036;-17.67;50.894;-9.819;-41.59;30.356;
1;92;14.500;1.000;-3.600;;19.020;-0.480;2.77;9.750;35.987;-59.75;39.061;-9.572;-52.94;24.316;
1;93;15.000;1.000;-3.600;;26.858;0.236;-15.94;13.311;12.357;88.16;-14.564;-26.202;-2.53;5.819;
1;94;0.000;1.500;-3.600;;14.767;-1.143;-12.09;7.955;8.648;140.22;-1.642;-33.030;29.40;15.694;
1;95;0.500;1.500;-3.600;;13.513;-3.906;-21.26;8.710;23.979;-115.85;29.498;-17.514;59.05;23.506;
1;96;1.000;1.500;-3.600;;7.143;-6.884;-38.36;7.014;25.732;123.66;47.659;-11.380;70.32;29.520;
1;98;2.000;1.500;-3.600;;2.950;-18.744;-55.04;10.847;51.294;-165.97;4.696;-20.050;59.68;12.373;
1;99;2.500;1.500;-3.600;;-3.117;-32.398;-80.71;14.641;39.701;141.18;29.599;-3.651;33.41;16.625;
1;100;3.000;1.500;-3.600;;-1.363;-36.068;-89.90;17.353;13.146;121.55;51.861;5.360;16.68;23.251;
1;101;3.500;1.500;-3.600;;-1.883;-31.591;89.18;14.854;6.591;-165.84;51.121;11.509;10.68;19.806;
1;102;4.000;1.500;-3.600;;-2.699;-36.338;-89.26;16.819;11.154;-169.95;56.372;9.763;8.27;23.305;
1;103;4.500;1.500;-3.600;;-2.439;-44.760;-88.66;21.161;14.542;178.91;60.975;6.109;5.40;27.433;
1;104;5.000;1.500;-3.600;;-2.158;-54.326;-89.26;26.084;14.842;166.15;64.486;3.701;3.34;30.392;
1;105;5.500;1.500;-3.600;;-2.278;-62.112;89.44;29.917;12.652;146.22;66.387;3.956;1.44;31.215;
1;106;6.000;1.500;-3.600;;-2.733;-63.915;87.77;30.591;14.363;96.96;67.239;7.030;0.50;30.105;
1;107;6.500;1.500;-3.600;;-2.868;-59.939;87.83;28.535;1.613;5.48;68.169;7.722;1.03;30.224;
1;108;7.000;1.500;-3.600;;-3.324;-58.821;88.37;27.749;1.325;-61.89;69.394;6.835;0.74;31.280;
1;109;7.500;1.500;-3.600;;-3.364;-59.090;89.13;27.863;2.145;-139.75;70.037;6.026;-0.14;32.006;
1;110;8.000;1.500;-3.600;;-3.369;-60.740;89.83;28.686;3.719;-166.83;69.832;6.563;-1.01;31.635;
1;111;8.500;1.500;-3.600;;-3.079;-63.349;-89.74;30.135;4.026;170.65;68.950;7.429;-1.36;30.760;
1;112;9.000;1.500;-3.600;;-3.104;-67.837;-89.72;32.366;13.949;88.04;68.204;7.088;-0.72;30.558;
1;113;9.500;1.500;-3.600;;-2.533;-66.371;88.92;31.919;10.711;33.43;67.692;4.166;-1.22;31.763;
1;114;10.000;1.500;-3.600;;-2.262;-59.927;87.91;28.833;12.475;10.99;66.281;3.651;-2.74;31.315;
1;115;10.500;1.500;-3.600;;-2.301;-52.056;87.71;24.878;12.208;-4.59;63.441;5.587;-4.22;28.927;
1;116;11.000;1.500;-3.600;;-2.355;-45.235;88.90;21.440;9.644;-21.26;59.653;8.968;-5.82;25.343;
1;117;11.500;1.500;-3.600;;-1.428;-41.622;-88.82;20.097;6.654;-38.29;55.538;10.952;-5.80;22.293;
1;118;12.000;1.500;-3.600;;-0.600;-46.339;-87.18;22.869;12.604;71.81;52.572;8.332;-4.95;22.120;
1;119;12.500;1.500;-3.600;;-0.208;-45.978;88.41;22.885;19.421;38.11;47.868;4.616;-10.00;21.626;
1;120;13.000;1.500;-3.600;;0.037;-34.006;83.56;17.022;23.775;14.91;42.211;4.888;-19.71;18.661;
1;121;13.500;1.500;-3.600;;-0.371;-18.104;75.02;8.866;25.450;-0.70;35.873;5.134;-35.56;15.370;
1;122;14.000;1.500;-3.600;;1.455;-4.952;35.89;3.203;22.130;-16.47;30.543;0.312;-52.15;15.115;
1;123;14.500;1.500;-3.600;;10.432;-2.878;0.42;6.655;17.692;-44.27;12.751;-4.362;-55.97;8.557;
1;124;15.000;1.500;-3.600;;14.154;-1.413;-11.83;7.784;10.526;72.60;-10.306;-31.896;2.69;10.795;
1;125;0.000;2.000;-3.600;;13.121;-3.318;-18.64;8.219;4.440;158.67;0.788;-32.011;16.68;16.399;
1;126;0.500;2.000;-3.600;;9.898;-6.355;-25.27;8.126;17.799;-174.08;22.880;1.400;38.70;10.740;
1;127;1.000;2.000;-3.600;;2.808;-10.939;-39.84;6.874;47.947;-174.05;75.203;27.034;57.23;24.084;
1;128;1.500;2.000;-3.600;;1.860;-22.972;-71.75;12.416;87.290;177.00;37.036;-1.304;5.44;19.170;
1;129;2.000;2.000;-3.600;;2.323;-23.825;87.80;13.074;61.593;149.60;22.266;-11.745;-11.81;17.005;
1;130;2.500;2.000;-3.600;;1.495;-30.424;-86.22;15.960;18.268;-163.61;27.847;9.223;-9.11;9.312;
1;131;3.000;2.000;-3.600;;0.629;-32.380;-86.79;16.504;6.883;155.74;37.705;9.258;2.90;14.223;
1;132;3.500;2.000;-3.600;;-1.136;-31.206;-89.04;15.035;10.366;153.80;48.338;12.985;0.80;17.676;
1;133;4.000;2.000;-3.600;;-2.233;-36.404;89.11;17.085;11.842;166.20;55.048;11.188;0.46;21.930;
1;134;4.500;2.000;-3.600;;-1.913;-44.595;88.57;21.341;13.617;172.65;60.679;7.468;0.39;26.606;
1;135;5.000;2.000;-3.600;;-1.174;-53.750;88.71;26.288;12.795;174.28;64.790;4.819;0.35;29.985;
1;136;5.500;2.000;-3.600;;-0.880;-60.898;88.82;30.009;8.885;172.52;67.186;4.953;0.26;31.116;
1;137;6.000;2.000;-3.600;;-1.210;-62.375;88.91;30.583;6.025;116.57;68.416;7.187;0.07;30.614;
1;138;6.500;2.000;-3.600;;-1.912;-60.095;88.81;29.092;1.388;113.60;69.195;7.688;-0.17;30.754;
1;139;7.000;2.000;-3.600;;-2.808;-59.320;88.76;28.256;0.922;112.35;70.162;7.281;-0.28;31.441;
1;140;7.500;2.000;-3.600;;-3.074;-59.582;88.96;28.254;1.688;163.03;70.692;6.804;-0.33;31.944;
1;141;8.000;2.000;-3.600;;-2.826;-61.246;89.22;29.210;2.714;167.37;70.539;7.013;-0.36;31.763;
1;142;8.500;2.000;-3.600;;-2.086;-63.543;89.34;30.729;2.105;155.69;69.874;7.390;-0.41;31.242;
1;143;9.000;2.000;-3.600;;-1.604;-66.425;89.42;32.410;4.889;76.47;69.278;7.105;-0.43;31.087;
1;144;9.500;2.000;-3.600;;-1.339;-65.315;89.38;31.988;7.035;9.01;68.401;4.968;-0.45;31.716;
1;145;10.000;2.000;-3.600;;-1.572;-59.582;89.31;29.005;10.249;4.19;66.571;4.605;-0.52;30.983;
1;146;10.500;2.000;-3.600;;-2.037;-52.402;89.40;25.182;10.633;2.60;63.430;6.668;-0.58;28.381;
1;147;11.000;2.000;-3.600;;-2.015;-46.320;89.56;22.153;8.851;4.13;59.424;9.594;-0.67;24.915;
1;148;11.500;2.000;-3.600;;-0.734;-42.799;89.59;21.033;7.220;7.51;55.340;10.645;-0.76;22.348;
1;149;12.000;2.000;-3.600;;0.660;-44.658;89.60;22.659;7.329;36.00;52.097;8.844;-0.68;21.626;
1;150;12.500;2.000;-3.600;;1.158;-43.557;89.54;22.357;13.460;4.29;44.941;8.199;-0.70;18.371;
1;151;13.000;2.000;-3.600;;0.613;-32.487;89.43;16.550;19.893;1.77;35.096;11.256;-1.22;11.920;
1;152;13.500;2.000;-3.600;;-1.114;-17.286;89.65;8.086;22.160;0.84;22.268;17.066;-6.61;2.601;
1;153;14.000;2.000;-3.600;;-2.154;-3.077;-15.00;0.462;18.993;1.42;18.052;9.243;-85.20;4.405;
1;154;14.500;2.000;-3.600;;7.706;-2.906;-1.83;5.306;12.489;2.78;2.622;0.016;-68.97;1.303;
1;155;15.000;2.000;-3.600;;11.023;-0.747;-0.67;5.885;8.349;50.30;-7.315;-33.175;-1.72;12.930;
1;156;0.000;2.500;-3.600;;17.134;-3.975;-25.42;10.555;8.437;-170.35;-7.886;-34.215;6.03;13.165;
1;157;0.500;2.500;-3.600;;12.385;-6.228;-25.98;9.306;18.268;143.17;16.625;3.256;-75.41;6.684;
1;158;1.000;2.500;-3.600;;4.235;-8.755;-41.27;6.495;18.302;156.31;35.776;17.360;-89.84;9.208;
1;159;1.500;2.500;-3.600;;1.676;-18.817;-75.11;10.246;13.103;159.54;31.252;7.183;-6.21;12.034;
1;160;2.000;2.500;-3.600;;3.387;-29.994;-86.41;16.691;8.788;169.02;43.654;-2.227;-5.22;22.940;
1;161;2.500;2.500;-3.600;;2.675;-34.935;-85.32;18.805;12.527;-123.23;47.947;1.370;-9.32;23.289;
1;162;3.000;2.500;-3.600;;1.331;-31.209;-81.28;16.270;6.319;-138.41;48.057;9.946;-10.27;19.056;
1;163;3.500;2.500;-3.600;;-0.451;-27.873;-87.28;13.711;14.243;132.40;53.371;12.833;-8.71;20.269;
1;164;4.000;2.500;-3.600;;-1.363;-34.314;87.28;16.475;15.363;152.72;58.806;10.078;-6.97;24.364;
1;165;4.500;2.500;-3.600;;-1.042;-44.107;85.72;21.533;16.360;170.76;63.581;6.158;-4.41;28.712;
1;166;5.000;2.500;-3.600;;-0.692;-54.344;86.61;26.826;14.820;-173.63;67.113;3.802;-2.53;31.655;
1;167;5.500;2.500;-3.600;;-0.718;-62.110;88.17;30.696;11.105;-150.44;68.993;4.256;-0.85;32.369;
1;168;6.000;2.500;-3.600;;-1.054;-62.974;-89.90;30.960;3.671;-118.74;69.783;7.588;-0.36;31.097;
1;169;6.500;2.500;-3.600;;-1.526;-59.528;89.87;29.001;2.068;89.40;70.826;8.063;-1.36;31.381;
1;170;7.000;2.500;-3.600;;-2.264;-58.895;89.24;28.315;2.507;99.26;72.110;6.943;-1.26;32.583;
1;171;7.500;2.500;-3.600;;-2.443;-59.412;88.79;28.485;2.785;133.07;72.725;6.044;-0.47;33.340;
1;172;8.000;2.500;-3.600;;-2.327;-61.115;88.53;29.394;3.433;152.20;72.415;6.620;0.33;32.898;
1;173;8.500;2.500;-3.600;;-1.773;-63.453;88.37;30.840;2.661;168.46;71.386;7.605;0.58;31.891;
1;174;9.000;2.500;-3.600;;-1.528;-67.059;88.60;32.766;4.335;-82.33;70.501;7.394;-0.10;31.553;
1;175;9.500;2.500;-3.600;;-1.301;-66.098;89.91;32.399;8.568;-28.09;69.904;4.367;0.34;32.769;
1;176;10.000;2.500;-3.600;;-1.353;-59.974;-89.23;29.311;11.482;-6.27;68.351;3.792;1.71;32.279;
1;177;10.500;2.500;-3.600;;-1.534;-52.238;-88.93;25.352;12.163;7.70;65.341;5.735;3.04;29.803;
1;178;11.000;2.500;-3.600;;-1.442;-45.424;-89.90;21.991;10.586;24.43;61.355;9.180;4.42;26.088;
1;179;11.500;2.500;-3.600;;-0.210;-41.562;87.93;20.676;8.583;40.32;57.093;11.194;4.22;22.949;
1;180;12.000;2.500;-3.600;;0.911;-45.543;86.43;23.227;5.016;-37.27;54.039;8.576;3.59;22.731;
1;181;12.500;2.500;-3.600;;0.935;-45.753;-89.23;23.344;17.286;-36.67;49.030;4.987;8.69;22.021;
1;182;13.000;2.500;-3.600;;0.835;-34.099;-84.70;17.467;22.713;-13.33;42.806;5.647;18.06;18.580;
1;183;13.500;2.500;-3.600;;0.274;-18.349;-76.51;9.311;25.288;1.50;35.622;6.522;34.18;14.550;
1;184;14.000;2.500;-3.600;;1.837;-4.823;-42.57;3.330;22.875;17.26;29.751;1.986;52.51;13.882;
1;185;14.500;2.500;-3.600;;10.201;-1.569;-3.13;5.885;19.193;42.93;11.530;-2.761;58.28;7.146;
1;186;15.000;2.500;-3.600;;14.647;0.240;11.85;7.203;5.868;27.21;-10.323;-32.788;-6.45;11.232;
1;187;0.000;3.000;-3.600;;27.255;-2.082;-26.21;14.669;8.103;-153.09;-15.480;-29.374;-1.59;6.947;
1;188;0.500;3.000;-3.600;;18.035;-2.663;-24.20;10.349;30.026;127.25;38.693;-3.883;-57.01;21.288;
1;189;1.000;3.000;-3.600;;4.101;-3.168;-38.75;3.635;26.851;158.17;45.812;5.400;-42.53;20.206;
1;190;1.500;3.000;-3.600;;0.529;-15.195;-84.09;7.862;25.545;173.35;50.003;5.288;-20.91;22.357;
1;191;2.000;3.000;-3.600;;0.627;-29.952;-87.00;15.290;22.907;-162.86;56.385;-2.842;-12.61;29.613;
1;192;2.500;3.000;-3.600;;-0.363;-40.368;-83.14;20.003;23.933;-119.23;59.281;-2.976;-9.30;31.129;
1;193;3.000;3.000;-3.600;;2.278;-32.440;-72.73;17.359;11.225;-75.57;58.398;11.516;-9.12;23.441;
1;194;3.500;3.000;-3.600;;0.887;-20.460;-85.54;10.673;26.067;114.14;62.597;12.269;-14.07;25.164;
1;195;4.000;3.000;-3.600;;0.177;-30.519;83.89;15.348;21.701;155.54;66.003;5.997;-10.48;30.003;
1;196;4.500;3.000;-3.600;;0.016;-43.587;83.00;21.801;22.407;173.92;68.961;3.283;-7.18;32.839;
1;197;5.000;3.000;-3.600;;-0.796;-56.004;84.76;27.604;21.011;-172.58;70.362;1.649;-4.45;34.357;
1;198;5.500;3.000;-3.600;;-2.171;-65.987;87.82;31.908;19.747;-137.33;71.180;1.749;-1.90;34.716;
1;199;6.000;3.000;-3.600;;-2.410;-65.776;-88.12;31.683;15.082;-87.15;71.370;8.405;-0.61;31.482;
1;200;6.500;3.000;-3.600;;-1.280;-57.648;-89.32;28.184;7.758;71.93;73.284;8.609;-3.40;32.338;
1;201;7.000;3.000;-3.600;;-1.535;-57.647;89.30;28.056;3.945;102.91;75.410;4.990;-2.29;35.210;
1;202;7.500;3.000;-3.600;;-1.570;-58.871;88.63;28.650;3.436;136.97;76.679;4.187;-0.54;36.246;
1;203;8.000;3.000;-3.600;;-1.756;-60.397;88.20;29.320;4.700;144.02;75.534;4.732;1.21;35.401;
1;204;8.500;3.000;-3.600;;-1.839;-62.656;87.69;30.409;6.817;145.49;73.590;7.894;2.34;32.848;
1;205;9.000;3.000;-3.600;;-3.025;-69.706;87.47;33.340;16.535;-93.92;71.893;8.099;0.14;31.897;
1;206;9.500;3.000;-3.600;;-2.535;-68.747;-89.86;33.106;14.788;-37.93;71.740;2.224;1.18;34.758;
1;207;10.000;3.000;-3.600;;-1.524;-61.043;-88.00;29.760;15.896;-5.95;70.959;1.903;3.41;34.528;
1;208;10.500;3.000;-3.600;;-0.864;-51.806;-87.39;25.471;16.378;6.25;69.382;3.387;5.74;32.998;
1;209;11.000;3.000;-3.600;;-0.444;-42.714;-88.70;21.135;14.981;26.61;65.750;6.129;8.32;29.810;
1;210;11.500;3.000;-3.600;;0.846;-36.914;86.17;18.880;18.187;72.91;61.360;12.301;10.26;24.530;
1;211;12.000;3.000;-3.600;;0.287;-49.470;81.71;24.878;13.474;-97.33;57.382;8.196;5.24;24.593;
1;212;12.500;3.000;-3.600;;-1.723;-53.089;-88.38;25.683;32.760;-53.37;57.276;-3.503;12.71;30.390;
1;213;13.000;3.000;-3.600;;0.516;-38.407;-80.11;19.461;32.156;-13.80;57.005;-2.817;21.43;29.911;
1;214;13.500;3.000;-3.600;;3.021;-20.675;-68.36;11.848;34.058;1.14;56.359;-4.274;30.67;30.317;
1;215;14.000;3.000;-3.600;;8.072;-5.505;-39.30;6.789;32.726;16.35;51.333;-8.366;41.01;29.850;
1;216;14.500;3.000;-3.600;;18.243;1.755;-3.31;8.244;36.263;54.69;38.860;-8.185;53.15;23.523;
1;217;15.000;3.000;-3.600;;27.690;3.155;17.26;12.268;5.470;1.72;-14.989;-27.328;-3.33;6.170;
1;218;0.000;3.500;-3.600;;55.096;3.434;-23.62;25.831;35.046;177.29;33.446;-42.632;-45.01;38.039;
1;219;0.500;3.500;-3.600;;28.629;1.316;-12.06;13.657;48.418;144.73;86.879;-15.293;-35.93;51.086;
1;220;1.000;3.500;-3.600;;4.507;0.696;-13.28;1.905;36.022;175.00;90.710;-3.036;-24.49;46.873;
1;221;1.500;3.500;-3.600;;0.210;-13.937;86.08;7.073;29.414;178.65;73.930;0.575;-15.74;36.677;
1;222;2.000;3.500;-3.600;;-0.465;-31.435;-89.79;15.485;33.816;-177.66;65.627;-2.782;-12.66;34.204;
