Member No.;Node;Location;;;Axial and Shear Strains [‰];;;Torsional and Bending Strains [mrad/m];;;
;No.;x [m];Flags;;ε_x;γ_xy / γ_xu;γ_xz / γ_xv;κ_x;κ_y / κ_u;κ_z / κ_v;Section (Material) | Member Comment
11;;3.2399999999999998;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;17;3.6000000000000001;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;17;3.6000000000000001;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Extremes;16;0.0000000000000000;M;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;16;0.0000000000000000;M;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;16;0.0000000000000000;M;γ_xy;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;16;0.0000000000000000;M;γ_xy;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;16;0.0000000000000000;M;γ_xz;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;16;0.0000000000000000;M;γ_xz;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;16;0.0000000000000000;M;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;16;0.0000000000000000;M;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;16;0.0000000000000000;M;κ_y;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;16;0.0000000000000000;M;κ_y;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;17;3.6000000000000001;M;κ_z;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;17;3.6000000000000001;M;κ_z;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Total;;;;;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
11;;;;;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;
12;17;0.0000000000000000;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;17;0.0000000000000000;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;0.4444444444444444;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;0.4444444444444444;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;0.8888888888888887;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;0.8888888888888887;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;1.3333333333333330;R | E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;1.3333333333333330;R | E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;1.7777777777777775;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;1.7777777777777775;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;1.9999999999999998;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;1.9999999999999998;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;2.2222222222222219;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;2.2222222222222219;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;2.6666666666666665;R | E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;2.6666666666666665;R | E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;3.1111111111111112;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;3.1111111111111112;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;3.5555555555555558;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;3.5555555555555558;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;18;3.9999999999999996;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;18;3.9999999999999996;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;17;0.0000000000000000;M;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;17;0.0000000000000000;M;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;17;0.0000000000000000;M;γ_xy;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;17;0.0000000000000000;M;γ_xy;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;17;0.0000000000000000;M;γ_xz;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;17;0.0000000000000000;M;γ_xz;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;17;0.0000000000000000;M;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;17;0.0000000000000000;M;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;17;0.0000000000000000;M;κ_y;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;17;0.0000000000000000;M;κ_y;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;17;0.0000000000000000;M;κ_z;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;17;0.0000000000000000;M;κ_z;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
12;;;;;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;
13;19;0.0000000000000000;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;19;0.0000000000000000;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;0.3600000000000000;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;0.3600000000000000;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;0.7200000000000001;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;0.7200000000000001;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;1.0800000000000001;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;1.0800000000000001;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;1.4400000000000002;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;1.4400000000000002;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;1.8000000000000000;R | E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;1.8000000000000000;R | E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;2.1600000000000001;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;2.1600000000000001;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;2.5200000000000000;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;2.5200000000000000;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;2.8799999999999999;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;2.8799999999999999;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;3.2399999999999998;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;3.2399999999999998;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;20;3.6000000000000001;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;20;3.6000000000000001;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Extremes;19;0.0000000000000000;M;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;19;0.0000000000000000;M;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;19;0.0000000000000000;M;γ_xy;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;19;0.0000000000000000;M;γ_xy;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;19;0.0000000000000000;M;γ_xz;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;19;0.0000000000000000;M;γ_xz;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;19;0.0000000000000000;M;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;19;0.0000000000000000;M;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;19;0.0000000000000000;M;κ_y;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;19;0.0000000000000000;M;κ_y;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;20;3.6000000000000001;M;κ_z;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;20;3.6000000000000001;M;κ_z;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Total;;;;;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
13;;;;;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;
14;20;0.0000000000000000;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;20;0.0000000000000000;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;0.4444444444444444;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;0.4444444444444444;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;0.8888888888888887;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;0.8888888888888887;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;1.3333333333333330;R | E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;1.3333333333333330;R | E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;1.7777777777777775;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;1.7777777777777775;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;1.9999999999999998;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;1.9999999999999998;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;2.2222222222222219;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;2.2222222222222219;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;2.6666666666666665;R | E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;2.6666666666666665;R | E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;3.1111111111111112;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;3.1111111111111112;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;3.5555555555555558;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;3.5555555555555558;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;21;3.9999999999999996;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;21;3.9999999999999996;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;20;0.0000000000000000;M;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;20;0.0000000000000000;M;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;20;0.0000000000000000;M;γ_xy;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;20;0.0000000000000000;M;γ_xy;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;20;0.0000000000000000;M;γ_xz;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;20;0.0000000000000000;M;γ_xz;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;20;0.0000000000000000;M;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;20;0.0000000000000000;M;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;20;0.0000000000000000;M;κ_y;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;20;0.0000000000000000;M;κ_y;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;20;0.0000000000000000;M;κ_z;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;20;0.0000000000000000;M;κ_z;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
14;;;;;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;
15;22;0.0000000000000000;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;22;0.0000000000000000;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;0.3600000000000000;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;0.3600000000000000;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;0.7200000000000001;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;0.7200000000000001;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;1.0800000000000001;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;1.0800000000000001;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;1.4400000000000002;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;1.4400000000000002;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;1.8000000000000000;R | E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;1.8000000000000000;R | E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;2.1600000000000001;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;2.1600000000000001;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;2.5200000000000000;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;2.5200000000000000;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;2.8799999999999999;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;2.8799999999999999;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;3.2399999999999998;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;3.2399999999999998;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;23;3.6000000000000001;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;23;3.6000000000000001;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Extremes;22;0.0000000000000000;M;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;22;0.0000000000000000;M;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;22;0.0000000000000000;M;γ_xy;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;22;0.0000000000000000;M;γ_xy;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;22;0.0000000000000000;M;γ_xz;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;22;0.0000000000000000;M;γ_xz;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;22;0.0000000000000000;M;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;22;0.0000000000000000;M;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;22;0.0000000000000000;M;κ_y;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;22;0.0000000000000000;M;κ_y;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;22;0.0000000000000000;M;κ_z;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;22;0.0000000000000000;M;κ_z;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Total;;;;;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
15;;;;;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;
16;23;0.0000000000000000;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;23;0.0000000000000000;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;0.4444444444444444;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;0.4444444444444444;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;0.8888888888888887;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;0.8888888888888887;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;1.3333333333333330;R | E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;1.3333333333333330;R | E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;1.7777777777777775;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;1.7777777777777775;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;1.9999999999999998;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;1.9999999999999998;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;2.2222222222222219;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;2.2222222222222219;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;2.6666666666666665;R | E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;2.6666666666666665;R | E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;3.1111111111111112;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;3.1111111111111112;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;3.5555555555555558;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;;3.5555555555555558;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;24;3.9999999999999996;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;24;3.9999999999999996;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;23;0.0000000000000000;M;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;23;0.0000000000000000;M;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;23;0.0000000000000000;M;γ_xy;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;23;0.0000000000000000;M;γ_xy;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;23;0.0000000000000000;M;γ_xz;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;23;0.0000000000000000;M;γ_xz;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;23;0.0000000000000000;M;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;23;0.0000000000000000;M;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;23;0.0000000000000000;M;κ_y;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
16;23;0.0000000000000000;M;κ_y;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
