Member No.;Node;Location;;;Axial and Shear Strains [‰];;;Torsional and Bending Strains [mrad/m];;;
;No.;x [m];Flags;;ε_x;γ_xy / γ_xu;γ_xz / γ_xv;κ_x;κ_y / κ_u;κ_z / κ_v;Section (Material) | Member Comment
22;;1.7777777777777775;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;1.9999999999999998;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;1.9999999999999998;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;2.2222222222222219;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;2.2222222222222219;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;2.6666666666666665;R | E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;2.6666666666666665;R | E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;3.1111111111111112;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;3.1111111111111112;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;3.5555555555555558;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;3.5555555555555558;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;33;3.9999999999999996;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;33;3.9999999999999996;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;32;0.0000000000000000;M;ε_x;0.00;0.00;0.00;0.0;0.0;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;32;0.0000000000000000;M;ε_x;0.00;0.00;0.00;0.0;0.0;-0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;32;0.0000000000000000;M;γ_xy;0.00;0.00;0.00;0.0;0.0;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;32;0.0000000000000000;M;γ_xy;0.00;0.00;0.00;0.0;0.0;-0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;32;0.0000000000000000;M;γ_xz;0.00;0.00;0.00;0.0;0.0;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;32;0.0000000000000000;M;γ_xz;0.00;0.00;0.00;0.0;0.0;-0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;32;0.0000000000000000;M;κ_x;0.00;0.00;0.00;0.0;0.0;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;32;0.0000000000000000;M;κ_x;0.00;0.00;0.00;0.0;0.0;-0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;32;0.0000000000000000;M;κ_y;0.00;0.00;0.00;0.0;0.0;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;32;0.0000000000000000;M;κ_y;0.00;0.00;0.00;0.0;0.0;-0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;32;0.0000000000000000;M;κ_z;0.00;0.00;0.00;0.0;0.0;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;32;0.0000000000000000;M;κ_z;0.00;0.00;0.00;0.0;0.0;-0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;0.00;0.00;0.00;0.0;0.0;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;;;;0.00;0.00;0.00;0.0;0.0;-0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;
23;34;0.0000000000000000;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;34;0.0000000000000000;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;0.3600000000000000;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;0.3600000000000000;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;0.7200000000000001;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;0.7200000000000001;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;1.0800000000000001;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;1.0800000000000001;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;1.4400000000000002;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;1.4400000000000002;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;1.8000000000000000;R | E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;1.8000000000000000;R | E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;2.1600000000000001;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;2.1600000000000001;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;2.5200000000000000;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;2.5200000000000000;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;2.8799999999999999;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;2.8799999999999999;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;3.2399999999999998;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;3.2399999999999998;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;35;3.6000000000000001;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;35;3.6000000000000001;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Extremes;34;0.0000000000000000;M;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;34;0.0000000000000000;M;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;34;0.0000000000000000;M;γ_xy;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;34;0.0000000000000000;M;γ_xy;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;34;0.0000000000000000;M;γ_xz;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;34;0.0000000000000000;M;γ_xz;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;34;0.0000000000000000;M;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;34;0.0000000000000000;M;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;34;0.0000000000000000;M;κ_y;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;34;0.0000000000000000;M;κ_y;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;35;3.6000000000000001;M;κ_z;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;35;3.6000000000000001;M;κ_z;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Total;;;;;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;;;;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;
24;35;0.0000000000000000;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;35;0.0000000000000000;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;0.4444444444444444;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;0.4444444444444444;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;0.8888888888888887;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;0.8888888888888887;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;1.3333333333333330;R | E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;1.3333333333333330;R | E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;1.7777777777777775;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;1.7777777777777775;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;1.9999999999999998;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;1.9999999999999998;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;2.2222222222222219;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;2.2222222222222219;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;2.6666666666666665;R | E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;2.6666666666666665;R | E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;3.1111111111111112;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;3.1111111111111112;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;3.5555555555555558;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;3.5555555555555558;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;36;3.9999999999999996;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;36;3.9999999999999996;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;35;0.0000000000000000;M;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;35;0.0000000000000000;M;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;35;0.0000000000000000;M;γ_xy;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;35;0.0000000000000000;M;γ_xy;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;35;0.0000000000000000;M;γ_xz;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;35;0.0000000000000000;M;γ_xz;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;35;0.0000000000000000;M;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;35;0.0000000000000000;M;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;35;0.0000000000000000;M;κ_y;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;35;0.0000000000000000;M;κ_y;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;35;0.0000000000000000;M;κ_z;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;35;0.0000000000000000;M;κ_z;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;;;;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;
25;2;0.0000000000000000;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;2;0.0000000000000000;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;0.4444444444444444;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;0.4444444444444444;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;0.5000000000000000;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;0.5000000000000000;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;0.5000000000000000;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;0.5000000000000000;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;0.8888888888888888;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;0.8888888888888888;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.0000000000000000;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.0000000000000000;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.0000000000000000;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.0000000000000000;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.3333333333333333;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.3333333333333333;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.5000000000000000;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.5000000000000000;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.5000000000000000;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.5000000000000000;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.7777777777777777;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.7777777777777777;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;2.0000000000000000;E | M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;2.0000000000000000;E | M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;2.0000000000000000;E | M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;2.0000000000000000;E | M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;2.2222222222222223;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;2.2222222222222223;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;2.5000000000000000;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;2.5000000000000000;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;2.5000000000000000;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;2.5000000000000000;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;2.6666666666666670;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;2.6666666666666670;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;3.0000000000000000;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;3.0000000000000000;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;3.0000000000000000;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;3.0000000000000000;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;3.1111111111111116;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;3.1111111111111116;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;3.5000000000000000;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;3.5000000000000000;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;3.5000000000000000;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;3.5000000000000000;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;3.5555555555555562;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;3.5555555555555562;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;20;4.0000000000000000;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;20;4.0000000000000000;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
Extremes;;2.5000000000000000;M;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;2.5000000000000000;M;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;2;0.0000000000000000;M;γ_xy;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;2;0.0000000000000000;M;γ_xy;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;2;0.0000000000000000;M;γ_xz;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;2;0.0000000000000000;M;γ_xz;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.0000000000000000;M;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.0000000000000000;M;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;20;4.0000000000000000;M;κ_y;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;20;4.0000000000000000;M;κ_y;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;0.5000000000000000;M;κ_z;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;0.5000000000000000;M;κ_z;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
Total;;;;;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;;;;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
;;;;;;;;;;;
26;3;0.0000000000000000;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;3;0.0000000000000000;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;0.4444444444444444;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;0.4444444444444444;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;0.8888888888888888;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;0.8888888888888888;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;1.3333333333333333;R | E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;1.3333333333333333;R | E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;1.7777777777777777;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;1.7777777777777777;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;2.0000000000000000;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;2.0000000000000000;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;2.2222222222222223;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;2.2222222222222223;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;2.6666666666666665;R | E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;2.6666666666666665;R | E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;3.1111111111111116;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;3.1111111111111116;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;3.5555555555555562;E;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;3.5555555555555562;E;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;21;4.0000000000000000;M;max;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;21;4.0000000000000000;M;min;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
Extremes;3;0.0000000000000000;M;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;3;0.0000000000000000;M;ε_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;3;0.0000000000000000;M;γ_xy;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;3;0.0000000000000000;M;γ_xy;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;3;0.0000000000000000;M;γ_xz;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;3;0.0000000000000000;M;γ_xz;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;3;0.0000000000000000;M;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;3;0.0000000000000000;M;κ_x;0.00;0.00;0.00;0.0;0.0;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
