Member No.;Node;Location;;;Displacements [mm];;;;Rotations [mrad];;;
;No.;x [m];Flags;;|u|;u_x;u_y / u_u;u_z / u_v;φ_x;φ_y / φ_u;φ_z / φ_v;Section (Material) | Member Comment
21;32;3.6000000000000001;L | M;φ_z;482.5;-482.5;0.9;0.0;0.0;-0.8;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;31;0.0000000000000000;L | M;φ_z;482.3;-482.3;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Total;;;;;482.5;-482.3;0.9;0.0;0.0;0.2;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
21;;;;;482.3;-482.5;0.0;-0.4;0.0;-0.8;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;;
22;32;0.0000000000000000;L | M;;482.5;-482.5;0.0;-0.9;0.0;0.4;0.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;0.4444444444444444;E;;482.6;-482.6;0.4;-1.2;0.0;0.8;0.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;0.8888888888888887;E;;482.6;-482.6;0.7;-1.6;0.0;1.0;0.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;1.3333333333333330;R | E;;482.6;-482.6;1.1;-2.1;0.0;1.1;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;1.7777777777777775;E;;482.7;-482.7;1.5;-2.6;0.0;1.0;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;1.9999999999999998;E;;482.7;-482.7;1.7;-2.8;0.0;0.9;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;2.2222222222222219;E;;482.7;-482.7;1.9;-3.0;0.0;0.7;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;2.6666666666666665;R | E;;482.7;-482.7;2.3;-3.3;0.0;0.3;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;3.1111111111111112;E;;482.8;-482.7;2.7;-3.3;0.0;-0.3;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;3.5555555555555558;E;;482.8;-482.8;3.1;-3.1;0.0;-1.0;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;33;3.9999999999999996;L | M;;482.8;-482.8;3.6;-2.4;0.0;-1.9;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;32;0.0000000000000000;L | M;u_x;482.5;-482.5;0.0;-0.9;0.0;0.4;0.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;33;3.9999999999999996;L | M;u_x;482.8;-482.8;3.6;-2.4;0.0;-1.9;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;33;3.9999999999999996;L | M;u_y;482.8;-482.8;3.6;-2.4;0.0;-1.9;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;32;0.0000000000000000;L | M;u_y;482.5;-482.5;0.0;-0.9;0.0;0.4;0.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;32;0.0000000000000000;L | M;u_z;482.5;-482.5;0.0;-0.9;0.0;0.4;0.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;3.1111111111111112;E;u_z;482.8;-482.7;2.7;-3.3;0.0;-0.3;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;32;0.0000000000000000;L | M;φ_x;482.5;-482.5;0.0;-0.9;0.0;0.4;0.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;33;3.9999999999999996;L | M;φ_x;482.8;-482.8;3.6;-2.4;0.0;-1.9;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;1.3333333333333330;R | E;φ_y;482.6;-482.6;1.1;-2.1;0.0;1.1;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;33;3.9999999999999996;L | M;φ_y;482.8;-482.8;3.6;-2.4;0.0;-1.9;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;33;3.9999999999999996;L | M;φ_z;482.8;-482.8;3.6;-2.4;0.0;-1.9;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;32;0.0000000000000000;L | M;φ_z;482.5;-482.5;0.0;-0.9;0.0;0.4;0.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;482.8;-482.5;3.6;-0.9;0.0;1.1;0.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;;;;482.5;-482.8;0.0;-3.3;0.0;-1.9;0.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;;
23;34;0.0000000000000000;L | M;;485.7;-485.7;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;0.3600000000000000;E;;485.7;-485.7;0.0;0.0;0.0;0.1;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;0.7200000000000001;E;;485.7;-485.7;0.0;-0.1;0.0;0.2;0.1;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;1.0800000000000001;E;;485.7;-485.7;0.1;-0.2;0.0;0.3;0.2;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;1.4400000000000002;E;;485.7;-485.7;0.2;-0.3;0.0;0.3;0.2;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;1.8000000000000000;R | E;;485.8;-485.8;0.2;-0.4;0.0;0.2;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;2.1600000000000001;E;;485.8;-485.8;0.3;-0.5;0.0;0.1;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;2.5200000000000000;E;;485.8;-485.8;0.5;-0.5;0.0;-0.1;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;2.8799999999999999;E;;485.8;-485.8;0.6;-0.4;0.0;-0.3;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;3.2399999999999998;E;;485.8;-485.8;0.7;-0.2;0.0;-0.6;0.4;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;35;3.6000000000000001;L | M;;485.9;-485.9;0.9;0.1;0.0;-1.0;0.5;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Extremes;34;0.0000000000000000;L | M;u_x;485.7;-485.7;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;35;3.6000000000000001;L | M;u_x;485.9;-485.9;0.9;0.1;0.0;-1.0;0.5;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;35;3.6000000000000001;L | M;u_y;485.9;-485.9;0.9;0.1;0.0;-1.0;0.5;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;34;0.0000000000000000;L | M;u_y;485.7;-485.7;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;35;3.6000000000000001;L | M;u_z;485.9;-485.9;0.9;0.1;0.0;-1.0;0.5;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;2.1600000000000001;E;u_z;485.8;-485.8;0.3;-0.5;0.0;0.1;0.3;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;35;3.6000000000000001;L | M;φ_x;485.9;-485.9;0.9;0.1;0.0;-1.0;0.5;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;34;0.0000000000000000;L | M;φ_x;485.7;-485.7;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;1.0800000000000001;E;φ_y;485.7;-485.7;0.1;-0.2;0.0;0.3;0.2;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;35;3.6000000000000001;L | M;φ_y;485.9;-485.9;0.9;0.1;0.0;-1.0;0.5;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;35;3.6000000000000001;L | M;φ_z;485.9;-485.9;0.9;0.1;0.0;-1.0;0.5;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;34;0.0000000000000000;L | M;φ_z;485.7;-485.7;0.0;0.0;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Total;;;;;485.9;-485.7;0.9;0.1;0.0;0.3;0.5;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;;;;485.7;-485.9;0.0;-0.5;0.0;-1.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;;
24;35;0.0000000000000000;L | M;;485.9;-485.9;0.1;-0.9;0.0;0.5;1.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;0.4444444444444444;E;;486.0;-486.0;2.2;-1.2;0.0;0.8;7.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;0.8888888888888887;E;;486.1;-486.0;6.7;-1.7;0.0;1.0;11.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;1.3333333333333330;R | E;;486.3;-486.1;12.3;-2.2;0.0;1.1;12.7;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;1.7777777777777775;E;;486.5;-486.2;17.7;-2.6;-0.1;0.9;10.8;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;1.9999999999999998;E;;486.7;-486.3;19.9;-2.9;-0.1;0.8;8.7;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;2.2222222222222219;E;;486.8;-486.3;21.6;-3.0;-0.1;0.7;5.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;2.6666666666666665;R | E;;486.9;-486.4;22.6;-3.3;-0.1;0.2;-1.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;3.1111111111111112;E;;486.9;-486.5;19.6;-3.3;-0.2;-0.4;-12.3;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;3.5555555555555558;E;;486.7;-486.5;11.4;-3.0;-0.2;-1.2;-25.4;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;36;3.9999999999999996;L | M;;486.6;-486.6;-3.2;-2.3;-0.2;-2.1;-41.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;35;0.0000000000000000;L | M;u_x;485.9;-485.9;0.1;-0.9;0.0;0.5;1.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;36;3.9999999999999996;L | M;u_x;486.6;-486.6;-3.2;-2.3;-0.2;-2.1;-41.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;2.6666666666666665;R | E;u_y;486.9;-486.4;22.6;-3.3;-0.1;0.2;-1.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;36;3.9999999999999996;L | M;u_y;486.6;-486.6;-3.2;-2.3;-0.2;-2.1;-41.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;35;0.0000000000000000;L | M;u_z;485.9;-485.9;0.1;-0.9;0.0;0.5;1.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;2.6666666666666665;R | E;u_z;486.9;-486.4;22.6;-3.3;-0.1;0.2;-1.9;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;35;0.0000000000000000;L | M;φ_x;485.9;-485.9;0.1;-0.9;0.0;0.5;1.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;36;3.9999999999999996;L | M;φ_x;486.6;-486.6;-3.2;-2.3;-0.2;-2.1;-41.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;1.3333333333333330;R | E;φ_y;486.3;-486.1;12.3;-2.2;0.0;1.1;12.7;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;36;3.9999999999999996;L | M;φ_y;486.6;-486.6;-3.2;-2.3;-0.2;-2.1;-41.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;1.3333333333333330;R | E;φ_z;486.3;-486.1;12.3;-2.2;0.0;1.1;12.7;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;36;3.9999999999999996;L | M;φ_z;486.6;-486.6;-3.2;-2.3;-0.2;-2.1;-41.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;486.9;-485.9;22.6;-0.9;0.0;1.1;12.7;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;;;;485.9;-486.6;-3.2;-3.3;-0.2;-2.1;-41.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;;
25;2;0.0000000000000000;L | M;;484.1;0.9;0.1;484.1;1.0;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;0.4444444444444444;E;;484.3;0.9;0.0;484.3;1.0;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;0.5000000000000000;M;;484.3;0.9;0.0;484.3;1.0;-0.5;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;0.5000000000000000;M;;484.3;0.9;0.0;484.3;1.0;-0.5;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;0.8888888888888888;E;;484.5;0.9;0.0;484.5;1.1;-0.5;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.0000000000000000;M;;484.6;0.9;0.0;484.6;1.1;-0.5;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.0000000000000000;M;;484.6;0.9;0.0;484.6;1.1;-0.5;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.3333333333333333;E;;484.7;0.9;0.0;484.7;1.1;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.5000000000000000;M;;484.8;0.9;0.0;484.8;1.1;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.5000000000000000;M;;484.8;0.9;0.0;484.8;1.1;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.7777777777777777;E;;484.9;0.9;0.0;484.9;1.0;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;2.0000000000000000;E | M;;485.0;0.9;0.0;485.0;1.0;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;2.0000000000000000;E | M;;485.0;0.9;0.0;485.0;1.0;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;2.2222222222222223;E;;485.1;0.9;0.0;485.1;1.0;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;2.5000000000000000;M;;485.2;0.9;0.0;485.2;1.0;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;2.5000000000000000;M;;485.2;0.9;0.0;485.2;1.0;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;2.6666666666666670;E;;485.3;0.9;0.0;485.3;1.0;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;3.0000000000000000;M;;485.4;0.9;0.0;485.4;1.0;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;3.0000000000000000;M;;485.4;0.9;0.0;485.4;1.0;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;3.1111111111111116;E;;485.5;0.9;0.0;485.5;1.0;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;3.5000000000000000;M;;485.6;0.9;0.1;485.6;1.0;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;3.5000000000000000;M;;485.6;0.9;0.1;485.6;1.0;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;3.5555555555555562;E;;485.6;0.9;0.1;485.6;1.0;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;20;4.0000000000000000;L | M;;485.8;0.9;0.1;485.8;0.9;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
Extremes;2;0.0000000000000000;L | M;u_x;484.1;0.9;0.1;484.1;1.0;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;20;4.0000000000000000;L | M;u_x;485.8;0.9;0.1;485.8;0.9;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;20;4.0000000000000000;L | M;u_y;485.8;0.9;0.1;485.8;0.9;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.7777777777777777;E;u_y;484.9;0.9;0.0;484.9;1.0;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;20;4.0000000000000000;L | M;u_z;485.8;0.9;0.1;485.8;0.9;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;2;0.0000000000000000;L | M;u_z;484.1;0.9;0.1;484.1;1.0;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.0000000000000000;M;φ_x;484.6;0.9;0.0;484.6;1.1;-0.5;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;20;4.0000000000000000;L | M;φ_x;485.8;0.9;0.1;485.8;0.9;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;20;4.0000000000000000;L | M;φ_y;485.8;0.9;0.1;485.8;0.9;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;0.8888888888888888;E;φ_y;484.5;0.9;0.0;484.5;1.1;-0.5;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;20;4.0000000000000000;L | M;φ_z;485.8;0.9;0.1;485.8;0.9;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;2;0.0000000000000000;L | M;φ_z;484.1;0.9;0.1;484.1;1.0;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
Total;;;;;485.8;0.9;0.1;485.8;1.1;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;;;;484.1;0.9;0.0;484.1;0.9;-0.5;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
;;;;;;;;;;;;
26;3;0.0000000000000000;L | M;;484.9;-1.4;9.1;484.8;-39.4;-3.4;-0.1;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;0.4444444444444444;E;;487.1;-1.4;8.9;487.0;-39.3;-5.0;-1.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;0.8888888888888888;E;;489.5;-1.4;8.3;489.4;-39.2;-5.1;-1.7;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;1.3333333333333333;R | E;;491.6;-1.4;7.4;491.6;-39.1;-3.8;-2.1;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;1.7777777777777777;E;;492.9;-1.4;6.4;492.9;-39.0;-1.8;-2.3;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;2.0000000000000000;E;;493.2;-1.4;5.9;493.2;-39.0;-0.7;-2.4;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;2.2222222222222223;E;;493.2;-1.4;5.3;493.2;-38.9;0.5;-2.3;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;2.6666666666666665;R | E;;492.4;-1.4;4.4;492.4;-38.8;2.8;-2.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;3.1111111111111116;E;;490.7;-1.4;3.6;490.7;-38.7;4.3;-1.5;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;3.5555555555555562;E;;488.5;-1.4;3.0;488.5;-38.6;4.6;-0.8;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;21;4.0000000000000000;L | M;;486.5;-1.4;2.9;486.4;-38.5;3.1;0.2;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
Extremes;3;0.0000000000000000;L | M;u_x;484.9;-1.4;9.1;484.8;-39.4;-3.4;-0.1;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;21;4.0000000000000000;L | M;u_x;486.5;-1.4;2.9;486.4;-38.5;3.1;0.2;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;3;0.0000000000000000;L | M;u_y;484.9;-1.4;9.1;484.8;-39.4;-3.4;-0.1;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;21;4.0000000000000000;L | M;u_y;486.5;-1.4;2.9;486.4;-38.5;3.1;0.2;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;2.2222222222222223;E;u_z;493.2;-1.4;5.3;493.2;-38.9;0.5;-2.3;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;3;0.0000000000000000;L | M;u_z;484.9;-1.4;9.1;484.8;-39.4;-3.4;-0.1;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;21;4.0000000000000000;L | M;φ_x;486.5;-1.4;2.9;486.4;-38.5;3.1;0.2;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;3;0.0000000000000000;L | M;φ_x;484.9;-1.4;9.1;484.8;-39.4;-3.4;-0.1;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;3.5555555555555562;E;φ_y;488.5;-1.4;3.0;488.5;-38.6;4.6;-0.8;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;0.8888888888888888;E;φ_y;489.5;-1.4;8.3;489.4;-39.2;-5.1;-1.7;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;21;4.0000000000000000;L | M;φ_z;486.5;-1.4;2.9;486.4;-38.5;3.1;0.2;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;2.0000000000000000;E;φ_z;493.2;-1.4;5.9;493.2;-39.0;-0.7;-2.4;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
Total;;;;;493.2;-1.4;9.1;493.2;-38.5;4.6;0.2;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;;;;484.9;-1.4;2.9;484.8;-39.4;-5.1;-2.4;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
;;;;;;;;;;;;
27;5;0.0000000000000000;L | M;;480.7;0.9;0.0;480.7;0.8;-0.6;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;0.4444444444444444;E;;481.0;0.9;0.0;481.0;0.8;-0.6;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;0.5000000000000000;M;;481.0;0.9;0.0;481.0;0.9;-0.6;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;0.5000000000000000;M;;481.0;0.9;0.0;481.0;0.9;-0.6;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;0.8888888888888888;E;;481.3;0.9;0.0;481.3;0.9;-0.6;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;1.0000000000000000;M;;481.4;0.9;0.0;481.4;0.9;-0.6;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;1.0000000000000000;M;;481.4;0.9;0.0;481.4;0.9;-0.6;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;1.3333333333333333;E;;481.6;0.9;0.0;481.6;0.9;-0.6;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;1.5000000000000000;M;;481.7;0.9;0.0;481.7;0.9;-0.6;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;1.5000000000000000;M;;481.7;0.9;0.0;481.7;0.9;-0.6;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;1.7777777777777777;E;;481.8;0.9;0.0;481.8;0.9;-0.6;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;2.0000000000000000;E | M;;481.9;0.9;0.0;481.9;0.9;-0.5;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;2.0000000000000000;E | M;;481.9;0.9;0.0;481.9;0.9;-0.5;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;2.2222222222222223;E;;482.1;0.9;0.0;482.1;0.9;-0.5;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;2.5000000000000000;M;;482.2;0.9;0.0;482.2;0.9;-0.5;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;2.5000000000000000;M;;482.2;0.9;0.0;482.2;0.9;-0.5;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;2.6666666666666670;E;;482.3;0.9;0.0;482.3;0.9;-0.5;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;3.0000000000000000;M;;482.4;0.9;0.0;482.4;0.9;-0.5;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;3.0000000000000000;M;;482.4;0.9;0.0;482.4;0.9;-0.5;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;3.1111111111111116;E;;482.5;0.9;0.0;482.5;0.8;-0.5;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;3.5000000000000000;M;;482.7;0.9;0.0;482.7;0.8;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;3.5000000000000000;M;;482.7;0.9;0.0;482.7;0.8;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;3.5555555555555562;E;;482.7;0.9;0.0;482.7;0.8;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;23;4.0000000000000000;L | M;;482.9;0.9;0.0;482.9;0.7;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
Extremes;5;0.0000000000000000;L | M;u_x;480.7;0.9;0.0;480.7;0.8;-0.6;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;1.5000000000000000;M;u_x;481.7;0.9;0.0;481.7;0.9;-0.6;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;23;4.0000000000000000;L | M;u_y;482.9;0.9;0.0;482.9;0.7;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;0.8888888888888888;E;u_y;481.3;0.9;0.0;481.3;0.9;-0.6;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;23;4.0000000000000000;L | M;u_z;482.9;0.9;0.0;482.9;0.7;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;5;0.0000000000000000;L | M;u_z;480.7;0.9;0.0;480.7;0.8;-0.6;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;1.5000000000000000;M;φ_x;481.7;0.9;0.0;481.7;0.9;-0.6;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;23;4.0000000000000000;L | M;φ_x;482.9;0.9;0.0;482.9;0.7;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;23;4.0000000000000000;L | M;φ_y;482.9;0.9;0.0;482.9;0.7;-0.4;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
