Surface No.;Grid;Grid Point Coordinates [m];;;;Moments [kNm/m];;;;;;Axial Forces [kN/m];;;
1;233;7.500;3.500;-3.600;;21.832;4.839;-0.003;0.000;-4.837;-21.831;0.000;-0.503;-13.009;
1;234;8.000;3.500;-3.600;;22.184;6.721;-3.749;0.000;-4.673;-20.482;0.000;-0.607;-13.236;
1;235;8.500;3.500;-3.600;;16.858;7.951;-5.619;0.000;-4.580;-14.610;0.000;-1.037;-12.448;
1;236;9.000;3.500;-3.600;;5.583;6.189;-1.660;-1.229;-3.044;-5.839;0.000;-2.592;-11.226;
1;237;9.500;3.500;-3.600;;18.981;8.013;-5.126;0.000;-5.049;-16.818;0.000;-0.019;-10.746;
1;238;10.000;3.500;-3.600;;21.455;6.068;-2.322;0.000;-4.841;-20.360;0.000;-0.061;-10.635;
1;239;10.500;3.500;-3.600;;20.784;5.547;-1.652;0.000;-4.687;-19.992;0.000;-0.189;-11.359;
1;240;11.000;3.500;-3.600;;18.173;7.080;-5.183;0.000;-4.058;-16.013;0.000;-0.268;-12.765;
1;241;11.500;3.500;-3.600;;7.960;6.901;-4.773;0.000;-3.493;-6.596;0.000;-0.536;-11.822;
1;242;12.000;3.500;-3.600;;5.335;6.793;-7.404;5.802;-2.636;-7.890;0.000;-0.504;-9.543;
1;243;12.500;3.500;-3.600;;17.638;8.150;-5.366;0.000;-4.986;-15.437;0.000;3.281;-8.088;
1;244;13.000;3.500;-3.600;;15.761;5.150;-1.015;0.000;-4.626;-15.270;0.000;2.903;-7.367;
1;245;13.500;3.500;-3.600;;13.785;6.064;-3.567;0.000;-4.015;-12.266;0.000;1.707;-8.124;
1;246;14.000;3.500;-3.600;;7.128;7.471;-6.024;-2.081;0.000;-6.494;0.000;2.082;-10.738;
1;247;14.500;3.500;-3.600;;0.000;3.155;-8.604;9.182;0.000;-3.733;0.579;3.739;-11.960;
1;248;15.000;3.500;-3.600;;0.000;-0.323;-26.388;30.946;7.771;-12.006;5.491;3.415;-9.845;
1;249;0.000;4.000;-3.600;;0.000;-7.836;-63.819;74.953;26.194;-29.493;0.000;-9.577;-43.371;
1;250;0.500;4.000;-3.600;;0.000;1.576;-20.724;21.455;0.000;-2.307;0.000;-0.693;-22.735;
1;251;1.000;4.000;-3.600;;5.038;4.423;-5.457;0.419;1.034;-5.457;0.000;-0.116;-11.155;
1;252;1.500;4.000;-3.600;;12.743;2.381;-3.232;0.000;-0.530;-11.362;0.000;0.177;-5.853;
1;253;2.000;4.000;-3.600;;16.273;0.955;-0.343;0.000;-0.782;-16.104;0.000;0.184;-1.561;
1;254;2.500;4.000;-3.600;;21.767;3.484;-5.507;0.000;-0.332;-19.412;8.077;4.054;-4.803;
1;255;3.000;4.000;-3.600;;7.849;-2.193;-28.245;24.874;14.463;-16.748;11.362;1.645;-27.684;
1;256;3.500;4.000;-3.600;;0.000;3.879;-6.712;7.902;0.842;-5.911;0.000;-0.502;-23.129;
1;257;4.000;4.000;-3.600;;17.418;3.734;-5.579;0.000;-0.413;-15.161;0.000;-0.033;-14.074;
1;258;4.500;4.000;-3.600;;21.108;1.551;-1.769;0.000;-0.629;-20.262;0.000;0.277;-10.496;
1;259;5.000;4.000;-3.600;;23.034;1.925;-2.024;0.000;-0.867;-22.069;0.000;0.185;-8.212;
1;260;5.500;4.000;-3.600;;21.942;4.230;-6.483;0.000;-0.426;-19.263;0.000;1.054;-5.728;
1;261;6.000;4.000;-3.600;;0.973;-3.471;-15.014;14.937;10.081;-7.505;0.000;-3.167;-14.769;
1;262;6.500;4.000;-3.600;;10.900;4.447;-6.284;0.000;-0.032;-9.030;0.000;0.058;-17.137;
1;263;7.000;4.000;-3.600;;22.505;2.770;-3.691;0.000;-0.760;-20.824;0.000;0.068;-13.444;
1;264;7.500;4.000;-3.600;;23.242;0.699;-0.071;0.000;-0.664;-23.206;0.000;0.300;-12.672;
1;265;8.000;4.000;-3.600;;23.544;2.740;-3.584;0.000;-0.800;-21.900;0.000;0.068;-13.367;
1;266;8.500;4.000;-3.600;;14.515;4.669;-6.470;0.000;-0.506;-12.208;0.000;0.076;-16.883;
1;267;9.000;4.000;-3.600;;0.000;-5.580;-11.582;13.170;7.821;-3.829;0.000;-3.348;-14.973;
1;268;9.500;4.000;-3.600;;18.989;4.106;-6.105;0.000;-0.469;-16.521;0.000;1.014;-6.419;
1;269;10.000;4.000;-3.600;;23.010;1.997;-2.168;0.000;-0.859;-21.979;0.000;0.177;-8.646;
1;270;10.500;4.000;-3.600;;22.046;1.451;-1.564;0.000;-0.640;-21.292;0.000;0.275;-10.747;
1;271;11.000;4.000;-3.600;;19.304;3.541;-5.167;0.000;-0.559;-17.119;0.000;-0.045;-14.162;
1;272;11.500;4.000;-3.600;;3.116;4.907;-6.525;3.410;1.618;-6.525;0.000;-0.528;-23.167;
1;273;12.000;4.000;-3.600;;4.308;-3.780;-22.333;20.774;12.951;-11.920;12.166;1.994;-28.142;
1;274;12.500;4.000;-3.600;;20.007;3.453;-5.255;0.000;-0.429;-17.776;8.835;4.355;-5.081;
1;275;13.000;4.000;-3.600;;17.215;1.123;-0.484;0.000;-0.878;-16.976;0.000;0.276;-1.649;
1;276;13.500;4.000;-3.600;;14.543;2.365;-3.168;0.000;-0.588;-13.152;0.000;0.178;-6.782;
1;277;14.000;4.000;-3.600;;7.845;4.770;-6.123;0.000;0.251;-6.743;0.000;-0.210;-12.982;
1;278;14.500;4.000;-3.600;;0.000;1.905;-17.279;18.553;0.000;-3.179;0.000;-0.914;-25.780;
1;279;15.000;4.000;-3.600;;0.000;-8.768;-58.134;67.861;24.240;-25.198;0.000;-10.574;-48.358;
Extremes;16;7.500;0.000;-3.600;m_x,D+;23.555;0.974;-0.617;0.000;-0.662;-23.251;0.000;0.299;-12.417;
1;1;0.000;0.000;-3.600;m_x,D+;0.000;-7.724;-63.744;75.154;27.013;-30.699;0.000;-9.689;-45.272;
1;98;2.000;1.500;-3.600;m_y,D+;0.000;20.805;-0.953;0.679;0.000;-20.531;2.925;3.943;-2.078;
1;279;15.000;4.000;-3.600;m_y,D+;0.000;-8.768;-58.134;67.861;24.240;-25.198;0.000;-10.574;-48.358;
1;233;7.500;3.500;-3.600;m_c,D+;21.832;4.839;-0.003;0.000;-4.837;-21.831;0.000;-0.503;-13.009;
1;249;0.000;4.000;-3.600;m_c,D+;0.000;-7.836;-63.819;74.953;26.194;-29.493;0.000;-9.577;-43.371;
1;1;0.000;0.000;-3.600;m_x,D-;0.000;-7.724;-63.744;75.154;27.013;-30.699;0.000;-9.689;-45.272;
1;133;4.000;2.000;-3.600;m_x,D-;13.897;14.281;-0.538;-13.623;0.000;-14.017;0.000;-2.462;-7.790;
1;1;0.000;0.000;-3.600;m_y,D-;0.000;-7.724;-63.744;75.154;27.013;-30.699;0.000;-9.689;-45.272;
1;142;8.500;2.000;-3.600;m_y,D-;17.603;14.718;-0.304;0.000;-14.564;-17.453;0.000;-2.037;-11.029;
1;2;0.500;0.000;-3.600;m_c,D-;0.000;1.496;-21.658;22.028;0.000;-1.866;0.000;-0.717;-25.816;
1;1;0.000;0.000;-3.600;m_c,D-;0.000;-7.724;-63.744;75.154;27.013;-30.699;0.000;-9.689;-45.272;
1;273;12.000;4.000;-3.600;n_x,D;4.308;-3.780;-22.333;20.774;12.951;-11.920;12.166;1.994;-28.142;
1;158;1.000;2.500;-3.600;n_x,D;3.792;10.351;-1.278;-3.110;0.000;-9.754;-2.416;0.000;-3.479;
1;274;12.500;4.000;-3.600;n_y,D;20.007;3.453;-5.255;0.000;-0.429;-17.776;8.835;4.355;-5.081;
1;279;15.000;4.000;-3.600;n_y,D;0.000;-8.768;-58.134;67.861;24.240;-25.198;0.000;-10.574;-48.358;
1;156;0.000;2.500;-3.600;n_c,D;0.000;10.789;-5.623;5.135;0.000;-10.301;0.754;2.025;-0.030;
1;279;15.000;4.000;-3.600;n_c,D;0.000;-8.768;-58.134;67.861;24.240;-25.198;0.000;-10.574;-48.358;
Total;;;;;;23.555;20.805;-0.003;75.154;27.013;-1.866;12.166;4.355;-0.030;
1;;;;;;0.000;-8.768;-63.819;-13.623;-14.564;-30.699;-2.416;-10.574;-48.358;
;;;;;;;;;;;;;;;
;Total max/min values with corresponding values;;;;;;;;;;;;;;
1;16;7.500;0.000;-3.600;m_x,D+;23.555;0.974;-0.617;0.000;-0.662;-23.251;0.000;0.299;-12.417;
1;1;0.000;0.000;-3.600;m_x,D+;0.000;-7.724;-63.744;75.154;27.013;-30.699;0.000;-9.689;-45.272;
1;98;2.000;1.500;-3.600;m_y,D+;0.000;20.805;-0.953;0.679;0.000;-20.531;2.925;3.943;-2.078;
1;279;15.000;4.000;-3.600;m_y,D+;0.000;-8.768;-58.134;67.861;24.240;-25.198;0.000;-10.574;-48.358;
1;233;7.500;3.500;-3.600;m_c,D+;21.832;4.839;-0.003;0.000;-4.837;-21.831;0.000;-0.503;-13.009;
1;249;0.000;4.000;-3.600;m_c,D+;0.000;-7.836;-63.819;74.953;26.194;-29.493;0.000;-9.577;-43.371;
1;1;0.000;0.000;-3.600;m_x,D-;0.000;-7.724;-63.744;75.154;27.013;-30.699;0.000;-9.689;-45.272;
1;133;4.000;2.000;-3.600;m_x,D-;13.897;14.281;-0.538;-13.623;0.000;-14.017;0.000;-2.462;-7.790;
1;1;0.000;0.000;-3.600;m_y,D-;0.000;-7.724;-63.744;75.154;27.013;-30.699;0.000;-9.689;-45.272;
1;142;8.500;2.000;-3.600;m_y,D-;17.603;14.718;-0.304;0.000;-14.564;-17.453;0.000;-2.037;-11.029;
1;2;0.500;0.000;-3.600;m_c,D-;0.000;1.496;-21.658;22.028;0.000;-1.866;0.000;-0.717;-25.816;
1;1;0.000;0.000;-3.600;m_c,D-;0.000;-7.724;-63.744;75.154;27.013;-30.699;0.000;-9.689;-45.272;
1;273;12.000;4.000;-3.600;n_x,D;4.308;-3.780;-22.333;20.774;12.951;-11.920;12.166;1.994;-28.142;
1;158;1.000;2.500;-3.600;n_x,D;3.792;10.351;-1.278;-3.110;0.000;-9.754;-2.416;0.000;-3.479;
1;274;12.500;4.000;-3.600;n_y,D;20.007;3.453;-5.255;0.000;-0.429;-17.776;8.835;4.355;-5.081;
1;279;15.000;4.000;-3.600;n_y,D;0.000;-8.768;-58.134;67.861;24.240;-25.198;0.000;-10.574;-48.358;
1;156;0.000;2.500;-3.600;n_c,D;0.000;10.789;-5.623;5.135;0.000;-10.301;0.754;2.025;-0.030;
1;279;15.000;4.000;-3.600;n_c,D;0.000;-8.768;-58.134;67.861;24.240;-25.198;0.000;-10.574;-48.358;
;;;;;;;;;;;;;;;
Total;;;;;;23.555;20.805;-0.003;75.154;27.013;-1.866;12.166;4.355;-0.030;
max/min;;;;;;0.000;-8.768;-63.819;-13.623;-14.564;-30.699;-2.416;-10.574;-48.358;
