Surface No.;Grid;Grid Point Coordinates [m];;;;Axial stresses [N/mm^2 ];;;;Shear stresses [N/mm^2 ];;;;
1;253;2.000;4.000;-3.600;;-0.662;0.019;0.908;-0.024;0.044;-0.044;-0.145;0.022;
1;254;2.500;4.000;-3.600;;-1.633;0.012;1.767;-0.040;-0.093;0.065;-0.248;-0.073;
1;255;3.000;4.000;-3.600;;-0.450;-0.104;0.811;0.205;-0.835;0.706;-0.488;-0.079;
1;256;3.500;4.000;-3.600;;0.540;-0.039;-0.064;0.047;0.012;-0.059;-0.327;0.114;
1;257;4.000;4.000;-3.600;;-0.432;0.006;0.775;-0.007;0.117;-0.116;-0.214;-0.024;
1;258;4.500;4.000;-3.600;;-0.862;-0.015;1.149;0.010;0.126;-0.126;-0.202;0.000;
1;259;5.000;4.000;-3.600;;-1.263;0.019;1.513;-0.022;0.123;-0.124;-0.195;0.011;
1;260;5.500;4.000;-3.600;;-1.930;0.001;2.134;-0.017;0.026;-0.039;-0.237;-0.002;
1;261;6.000;4.000;-3.600;;-1.633;-0.288;1.973;0.352;-0.383;0.318;-0.260;-0.163;
1;262;6.500;4.000;-3.600;;-0.918;-0.025;1.320;0.027;0.028;-0.052;-0.103;0.082;
1;263;7.000;4.000;-3.600;;-1.176;0.010;1.518;-0.011;0.025;-0.024;-0.047;-0.009;
1;264;7.500;4.000;-3.600;;-1.247;-0.010;1.574;0.005;0.024;-0.024;-0.032;0.001;
1;265;8.000;4.000;-3.600;;-1.263;0.012;1.598;-0.013;0.021;-0.022;-0.016;-0.005;
1;266;8.500;4.000;-3.600;;-1.171;-0.021;1.554;0.022;0.003;0.018;0.027;0.072;
1;267;9.000;4.000;-3.600;;-1.692;-0.301;2.030;0.361;0.285;-0.232;0.141;-0.166;
1;268;9.500;4.000;-3.600;;-1.861;-0.004;2.084;-0.010;0.022;-0.013;0.135;0.015;
1;269;10.000;4.000;-3.600;;-1.379;0.020;1.637;-0.023;-0.060;0.061;0.113;0.008;
1;270;10.500;4.000;-3.600;;-1.090;-0.010;1.380;0.005;-0.068;0.067;0.122;0.001;
1;271;11.000;4.000;-3.600;;-0.759;0.004;1.103;-0.004;-0.059;0.058;0.137;-0.021;
1;272;11.500;4.000;-3.600;;-0.049;0.030;0.527;-0.014;-0.010;0.060;0.238;0.123;
1;273;12.000;4.000;-3.600;;-1.282;-0.321;1.550;0.367;0.797;-0.636;0.522;-0.157;
1;274;12.500;4.000;-3.600;;-2.121;0.012;2.150;-0.044;-0.023;0.066;0.421;-0.057;
1;275;13.000;4.000;-3.600;;-0.912;0.015;1.102;-0.023;-0.197;0.199;0.315;0.023;
1;276;13.500;4.000;-3.600;;-0.218;-0.036;0.547;0.027;-0.171;0.174;0.315;0.000;
1;277;14.000;4.000;-3.600;;0.458;-0.007;0.080;0.014;-0.165;0.174;0.320;-0.021;
1;278;14.500;4.000;-3.600;;1.798;0.002;-0.828;0.066;0.050;0.101;0.423;0.064;
1;279;15.000;4.000;-3.600;;3.569;0.579;-1.940;-0.101;0.985;-0.523;0.619;0.091;
Extremes;1;0.000;0.000;-3.600;σ_x,+;3.898;0.526;-2.177;-0.015;0.795;-0.304;-0.760;-0.066;
1;6;2.500;0.000;-3.600;σ_x,+;-2.290;0.007;2.245;-0.038;-0.079;0.101;-0.499;0.027;
1;279;15.000;4.000;-3.600;σ_y,+;3.569;0.579;-1.940;-0.101;0.985;-0.523;0.619;0.091;
1;25;12.000;0.000;-3.600;σ_y,+;-1.239;-0.412;1.481;0.456;-0.800;0.639;0.535;0.186;
1;6;2.500;0.000;-3.600;σ_x,-;-2.290;0.007;2.245;-0.038;-0.079;0.101;-0.499;0.027;
1;1;0.000;0.000;-3.600;σ_x,-;3.898;0.526;-2.177;-0.015;0.795;-0.304;-0.760;-0.066;
1;19;9.000;0.000;-3.600;σ_y,-;-1.631;-0.408;1.926;0.460;-0.273;0.219;0.167;0.197;
1;248;15.000;3.500;-3.600;σ_y,-;1.440;0.363;-1.456;-0.368;0.440;-0.282;0.133;0.029;
1;279;15.000;4.000;-3.600;τ_xy,+;3.569;0.579;-1.940;-0.101;0.985;-0.523;0.619;0.091;
1;249;0.000;4.000;-3.600;τ_xy,+;2.839;0.426;-1.299;0.014;-0.935;0.505;-0.395;0.042;
1;255;3.000;4.000;-3.600;τ_xy,-;-0.450;-0.104;0.811;0.205;-0.835;0.706;-0.488;-0.079;
1;273;12.000;4.000;-3.600;τ_xy,-;-1.282;-0.321;1.550;0.367;0.797;-0.636;0.522;-0.157;
1;31;15.000;0.000;-3.600;τ_xz;3.707;0.472;-2.124;-0.003;-0.912;0.460;0.693;-0.064;
1;1;0.000;0.000;-3.600;τ_xz;3.898;0.526;-2.177;-0.015;0.795;-0.304;-0.760;-0.066;
1;19;9.000;0.000;-3.600;τ_yz;-1.631;-0.408;1.926;0.460;-0.273;0.219;0.167;0.197;
1;267;9.000;4.000;-3.600;τ_yz;-1.692;-0.301;2.030;0.361;0.285;-0.232;0.141;-0.166;
Total;;;;;;3.898;0.579;2.245;0.460;0.985;0.706;0.693;0.197;
1;;;;;;-2.290;-0.412;-2.177;-0.368;-0.935;-0.636;-0.760;-0.166;
;;;;;;;;;;;;;;
;Total max/min values with corresponding values;;;;;;;;;;;;;
1;1;0.000;0.000;-3.600;σ_x,+;3.898;0.526;-2.177;-0.015;0.795;-0.304;-0.760;-0.066;
1;6;2.500;0.000;-3.600;σ_x,+;-2.290;0.007;2.245;-0.038;-0.079;0.101;-0.499;0.027;
1;279;15.000;4.000;-3.600;σ_y,+;3.569;0.579;-1.940;-0.101;0.985;-0.523;0.619;0.091;
1;25;12.000;0.000;-3.600;σ_y,+;-1.239;-0.412;1.481;0.456;-0.800;0.639;0.535;0.186;
1;6;2.500;0.000;-3.600;σ_x,-;-2.290;0.007;2.245;-0.038;-0.079;0.101;-0.499;0.027;
1;1;0.000;0.000;-3.600;σ_x,-;3.898;0.526;-2.177;-0.015;0.795;-0.304;-0.760;-0.066;
1;19;9.000;0.000;-3.600;σ_y,-;-1.631;-0.408;1.926;0.460;-0.273;0.219;0.167;0.197;
1;248;15.000;3.500;-3.600;σ_y,-;1.440;0.363;-1.456;-0.368;0.440;-0.282;0.133;0.029;
1;279;15.000;4.000;-3.600;τ_xy,+;3.569;0.579;-1.940;-0.101;0.985;-0.523;0.619;0.091;
1;249;0.000;4.000;-3.600;τ_xy,+;2.839;0.426;-1.299;0.014;-0.935;0.505;-0.395;0.042;
1;255;3.000;4.000;-3.600;τ_xy,-;-0.450;-0.104;0.811;0.205;-0.835;0.706;-0.488;-0.079;
1;273;12.000;4.000;-3.600;τ_xy,-;-1.282;-0.321;1.550;0.367;0.797;-0.636;0.522;-0.157;
1;31;15.000;0.000;-3.600;τ_xz;3.707;0.472;-2.124;-0.003;-0.912;0.460;0.693;-0.064;
1;1;0.000;0.000;-3.600;τ_xz;3.898;0.526;-2.177;-0.015;0.795;-0.304;-0.760;-0.066;
1;19;9.000;0.000;-3.600;τ_yz;-1.631;-0.408;1.926;0.460;-0.273;0.219;0.167;0.197;
1;267;9.000;4.000;-3.600;τ_yz;-1.692;-0.301;2.030;0.361;0.285;-0.232;0.141;-0.166;
;;;;;;;;;;;;;;
Total;;;;;;3.898;0.579;2.245;0.460;0.985;0.706;0.693;0.197;
max/min;;;;;;-2.290;-0.412;-2.177;-0.368;-0.935;-0.636;-0.760;-0.166;
