Member No.;Node;Location;;;Displacements [mm];;;;Rotations [mrad];;;
;No.;x [m];Flags;;|u|;u_X;u_Y;u_Z;φ_X;φ_Y;φ_Z;Section (Material) | Member Comment
22;;1.9999999999999998;E;;217.8;1.1;1.9;217.8;0.6;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;2.2222222222222219;E;;217.8;1.3;2.0;217.8;0.5;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;2.6666666666666665;R | E;;217.8;1.5;2.1;217.8;0.2;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;3.1111111111111112;E;;217.8;1.8;2.2;217.8;-0.2;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;3.5555555555555558;E;;217.8;2.1;2.0;217.8;-0.7;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;33;3.9999999999999996;L | M;;217.9;2.4;1.5;217.8;-1.3;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;33;3.9999999999999996;L | M;u_X;217.9;2.4;1.5;217.8;-1.3;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;32;0.0000000000000000;L | M;u_X;217.7;-0.1;0.6;217.7;0.3;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;3.1111111111111112;E;u_Y;217.8;1.8;2.2;217.8;-0.2;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;32;0.0000000000000000;L | M;u_Y;217.7;-0.1;0.6;217.7;0.3;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;33;3.9999999999999996;L | M;u_Z;217.9;2.4;1.5;217.8;-1.3;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;32;0.0000000000000000;L | M;u_Z;217.7;-0.1;0.6;217.7;0.3;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;1.3333333333333330;R | E;φ_X;217.7;0.7;1.4;217.7;0.7;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;33;3.9999999999999996;L | M;φ_X;217.9;2.4;1.5;217.8;-1.3;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;32;0.0000000000000000;L | M;φ_Y;217.7;-0.1;0.6;217.7;0.3;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;33;3.9999999999999996;L | M;φ_Y;217.9;2.4;1.5;217.8;-1.3;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;33;3.9999999999999996;L | M;φ_Z;217.9;2.4;1.5;217.8;-1.3;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;32;0.0000000000000000;L | M;φ_Z;217.7;-0.1;0.6;217.7;0.3;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;217.9;2.4;2.2;217.8;0.7;-0.6;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
22;;;;;217.7;-0.1;0.6;217.7;-1.3;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;;
23;34;0.0000000000000000;L | M;;220.2;0.0;0.0;220.2;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;0.3600000000000000;E;;220.2;0.0;0.0;220.2;0.0;0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;0.7200000000000001;E;;220.2;-0.1;0.0;220.2;0.1;0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;1.0800000000000001;E;;220.2;-0.2;0.0;220.2;0.1;0.3;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;1.4400000000000002;E;;220.2;-0.3;0.1;220.2;0.1;0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;1.8000000000000000;R | E;;220.2;-0.4;0.1;220.2;0.2;0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;2.1600000000000001;E;;220.2;-0.4;0.2;220.2;0.2;0.1;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;2.5200000000000000;E;;220.2;-0.5;0.3;220.2;0.2;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;2.8799999999999999;E;;220.3;-0.4;0.4;220.3;0.3;-0.2;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;3.2399999999999998;E;;220.3;-0.3;0.5;220.3;0.3;-0.5;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;35;3.6000000000000001;L | M;;220.3;-0.1;0.6;220.3;0.3;-0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Extremes;34;0.0000000000000000;L | M;u_X;220.2;0.0;0.0;220.2;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;2.5200000000000000;E;u_X;220.2;-0.5;0.3;220.2;0.2;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;35;3.6000000000000001;L | M;u_Y;220.3;-0.1;0.6;220.3;0.3;-0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;34;0.0000000000000000;L | M;u_Y;220.2;0.0;0.0;220.2;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;35;3.6000000000000001;L | M;u_Z;220.3;-0.1;0.6;220.3;0.3;-0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;34;0.0000000000000000;L | M;u_Z;220.2;0.0;0.0;220.2;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;35;3.6000000000000001;L | M;φ_X;220.3;-0.1;0.6;220.3;0.3;-0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;34;0.0000000000000000;L | M;φ_X;220.2;0.0;0.0;220.2;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;1.0800000000000001;E;φ_Y;220.2;-0.2;0.0;220.2;0.1;0.3;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;35;3.6000000000000001;L | M;φ_Y;220.3;-0.1;0.6;220.3;0.3;-0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;34;0.0000000000000000;L | M;φ_Z;220.2;0.0;0.0;220.2;0.0;0.0;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;35;3.6000000000000001;L | M;φ_Z;220.3;-0.1;0.6;220.3;0.3;-0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
Total;;;;;220.3;0.0;0.6;220.3;0.3;0.3;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
23;;;;;220.2;-0.5;0.0;220.2;0.0;-0.7;0.0;Beam | 3 - SQ_M1 500 | L : 3.600 m | concrete column
;;;;;;;;;;;;
24;35;0.0000000000000000;L | M;;220.3;-0.1;0.6;220.3;0.3;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;0.4444444444444444;E;;220.3;1.2;0.8;220.3;0.6;-4.8;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;0.8888888888888887;E;;220.4;4.0;1.1;220.4;0.7;-7.1;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;1.3333333333333330;R | E;;220.6;7.4;1.4;220.4;0.7;-7.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;1.7777777777777775;E;;220.8;10.6;1.7;220.5;0.6;-6.4;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;1.9999999999999998;E;;220.9;11.9;1.9;220.5;0.5;-5.1;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;2.2222222222222219;E;;220.9;12.9;2.0;220.5;0.4;-3.4;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;2.6666666666666665;R | E;;221.0;13.5;2.1;220.6;0.1;1.3;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;3.1111111111111112;E;;221.0;11.6;2.1;220.6;-0.3;7.7;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;3.5555555555555558;E;;220.8;6.5;1.9;220.7;-0.8;15.7;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;36;3.9999999999999996;L | M;;220.8;-2.5;1.5;220.7;-1.4;25.3;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Extremes;;2.6666666666666665;R | E;u_X;221.0;13.5;2.1;220.6;0.1;1.3;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;36;3.9999999999999996;L | M;u_X;220.8;-2.5;1.5;220.7;-1.4;25.3;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;2.6666666666666665;R | E;u_Y;221.0;13.5;2.1;220.6;0.1;1.3;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;35;0.0000000000000000;L | M;u_Y;220.3;-0.1;0.6;220.3;0.3;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;36;3.9999999999999996;L | M;u_Z;220.8;-2.5;1.5;220.7;-1.4;25.3;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;35;0.0000000000000000;L | M;u_Z;220.3;-0.1;0.6;220.3;0.3;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;1.3333333333333330;R | E;φ_X;220.6;7.4;1.4;220.4;0.7;-7.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;36;3.9999999999999996;L | M;φ_X;220.8;-2.5;1.5;220.7;-1.4;25.3;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;36;3.9999999999999996;L | M;φ_Y;220.8;-2.5;1.5;220.7;-1.4;25.3;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;1.3333333333333330;R | E;φ_Y;220.6;7.4;1.4;220.4;0.7;-7.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;36;3.9999999999999996;L | M;φ_Z;220.8;-2.5;1.5;220.7;-1.4;25.3;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;35;0.0000000000000000;L | M;φ_Z;220.3;-0.1;0.6;220.3;0.3;-0.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
Total;;;;;221.0;13.5;2.1;220.7;0.7;25.3;0.1;Beam | 4 - HEB 200 | L : 4.000 m | steel column
24;;;;;220.3;-2.5;0.6;220.3;-1.4;-7.7;0.0;Beam | 4 - HEB 200 | L : 4.000 m | steel column
;;;;;;;;;;;;
25;2;0.0000000000000000;L | M;;220.3;-0.2;0.5;220.3;0.2;0.9;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;0.4444444444444444;E;;220.4;-0.2;0.5;220.4;0.2;0.9;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;0.5000000000000000;M;;220.5;-0.2;0.5;220.5;0.2;1.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;0.5000000000000000;M;;220.5;-0.2;0.5;220.5;0.2;1.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;0.8888888888888888;E;;220.6;-0.2;0.5;220.5;0.3;1.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.0000000000000000;M;;220.6;-0.2;0.5;220.6;0.3;1.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.0000000000000000;M;;220.6;-0.2;0.5;220.6;0.3;1.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.3333333333333333;E;;220.7;-0.2;0.5;220.7;0.3;1.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.5000000000000000;M;;220.7;-0.2;0.5;220.7;0.3;1.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.5000000000000000;M;;220.7;-0.2;0.5;220.7;0.3;1.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.7777777777777777;E;;220.8;-0.2;0.5;220.8;0.3;1.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;2.0000000000000000;E | M;;220.8;-0.2;0.5;220.8;0.3;1.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;2.0000000000000000;E | M;;220.8;-0.2;0.5;220.8;0.3;1.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;2.2222222222222223;E;;220.9;-0.2;0.5;220.9;0.3;1.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;2.5000000000000000;M;;221.0;-0.2;0.5;221.0;0.3;1.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;2.5000000000000000;M;;221.0;-0.2;0.5;221.0;0.3;1.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;2.6666666666666670;E;;221.0;-0.2;0.5;221.0;0.3;1.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;3.0000000000000000;M;;221.1;-0.2;0.5;221.1;0.3;0.9;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;3.0000000000000000;M;;221.1;-0.2;0.5;221.1;0.3;0.9;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;3.1111111111111116;E;;221.1;-0.2;0.5;221.1;0.3;0.9;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;3.5000000000000000;M;;221.3;-0.2;0.5;221.3;0.3;0.9;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;3.5000000000000000;M;;221.3;-0.2;0.5;221.3;0.3;0.9;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;3.5555555555555562;E;;221.3;-0.2;0.5;221.3;0.3;0.9;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;20;4.0000000000000000;L | M;;221.4;-0.2;0.5;221.4;0.3;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
Extremes;;1.7777777777777777;E;u_X;220.8;-0.2;0.5;220.8;0.3;1.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;20;4.0000000000000000;L | M;u_X;221.4;-0.2;0.5;221.4;0.3;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;2;0.0000000000000000;L | M;u_Y;220.3;-0.2;0.5;220.3;0.2;0.9;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;20;4.0000000000000000;L | M;u_Y;221.4;-0.2;0.5;221.4;0.3;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;20;4.0000000000000000;L | M;u_Z;221.4;-0.2;0.5;221.4;0.3;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;2;0.0000000000000000;L | M;u_Z;220.3;-0.2;0.5;220.3;0.2;0.9;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;20;4.0000000000000000;L | M;φ_X;221.4;-0.2;0.5;221.4;0.3;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;2;0.0000000000000000;L | M;φ_X;220.3;-0.2;0.5;220.3;0.2;0.9;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;1.5000000000000000;M;φ_Y;220.7;-0.2;0.5;220.7;0.3;1.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;20;4.0000000000000000;L | M;φ_Y;221.4;-0.2;0.5;221.4;0.3;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;20;4.0000000000000000;L | M;φ_Z;221.4;-0.2;0.5;221.4;0.3;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;2;0.0000000000000000;L | M;φ_Z;220.3;-0.2;0.5;220.3;0.2;0.9;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
Total;;;;;221.4;-0.2;0.5;221.4;0.3;1.0;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
25;;;;;220.3;-0.2;0.5;220.3;0.2;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
;;;;;;;;;;;;
26;3;0.0000000000000000;L | M;;220.9;-6.1;-0.9;220.8;2.3;-24.1;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;0.4444444444444444;E;;222.3;-6.0;-0.9;222.2;3.3;-24.1;-0.6;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;0.8888888888888888;E;;223.9;-5.6;-0.9;223.8;3.3;-24.0;-1.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;1.3333333333333333;R | E;;225.3;-5.1;-0.9;225.2;2.5;-23.9;-1.3;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;1.7777777777777777;E;;226.1;-4.5;-0.9;226.1;1.2;-23.9;-1.5;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;2.0000000000000000;E;;226.3;-4.1;-0.9;226.3;0.4;-23.8;-1.5;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;2.2222222222222223;E;;226.3;-3.8;-0.9;226.3;-0.4;-23.8;-1.4;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;2.6666666666666665;R | E;;225.8;-3.2;-0.9;225.7;-1.8;-23.7;-1.3;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;3.1111111111111116;E;;224.6;-2.7;-0.9;224.6;-2.9;-23.6;-0.9;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;3.5555555555555562;E;;223.2;-2.4;-0.9;223.1;-3.1;-23.6;-0.5;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;21;4.0000000000000000;L | M;;221.8;-2.3;-0.9;221.8;-2.1;-23.5;0.1;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
Extremes;21;4.0000000000000000;L | M;u_X;221.8;-2.3;-0.9;221.8;-2.1;-23.5;0.1;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;3;0.0000000000000000;L | M;u_X;220.9;-6.1;-0.9;220.8;2.3;-24.1;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;3;0.0000000000000000;L | M;u_Y;220.9;-6.1;-0.9;220.8;2.3;-24.1;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;21;4.0000000000000000;L | M;u_Y;221.8;-2.3;-0.9;221.8;-2.1;-23.5;0.1;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;2.2222222222222223;E;u_Z;226.3;-3.8;-0.9;226.3;-0.4;-23.8;-1.4;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;3;0.0000000000000000;L | M;u_Z;220.9;-6.1;-0.9;220.8;2.3;-24.1;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;0.4444444444444444;E;φ_X;222.3;-6.0;-0.9;222.2;3.3;-24.1;-0.6;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;3.5555555555555562;E;φ_X;223.2;-2.4;-0.9;223.1;-3.1;-23.6;-0.5;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;21;4.0000000000000000;L | M;φ_Y;221.8;-2.3;-0.9;221.8;-2.1;-23.5;0.1;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;3;0.0000000000000000;L | M;φ_Y;220.9;-6.1;-0.9;220.8;2.3;-24.1;0.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;21;4.0000000000000000;L | M;φ_Z;221.8;-2.3;-0.9;221.8;-2.1;-23.5;0.1;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;2.0000000000000000;E;φ_Z;226.3;-4.1;-0.9;226.3;0.4;-23.8;-1.5;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
Total;;;;;226.3;-2.3;-0.9;226.3;3.3;-23.5;0.1;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
26;;;;;220.9;-6.1;-0.9;220.8;-3.1;-24.1;-1.5;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
;;;;;;;;;;;;
27;5;0.0000000000000000;L | M;;217.2;-0.2;0.6;217.2;0.4;0.7;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;0.4444444444444444;E;;217.4;-0.2;0.6;217.4;0.4;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;0.5000000000000000;M;;217.4;-0.2;0.6;217.4;0.4;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;0.5000000000000000;M;;217.4;-0.2;0.6;217.4;0.4;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;0.8888888888888888;E;;217.6;-0.2;0.6;217.6;0.4;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;1.0000000000000000;M;;217.6;-0.2;0.6;217.6;0.4;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;1.0000000000000000;M;;217.6;-0.2;0.6;217.6;0.4;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;1.3333333333333333;E;;217.7;-0.2;0.6;217.7;0.4;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;1.5000000000000000;M;;217.8;-0.2;0.6;217.8;0.4;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;1.5000000000000000;M;;217.8;-0.2;0.6;217.8;0.4;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;1.7777777777777777;E;;217.9;-0.2;0.6;217.9;0.4;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;2.0000000000000000;E | M;;218.0;-0.2;0.6;218.0;0.3;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;2.0000000000000000;E | M;;218.0;-0.2;0.6;218.0;0.3;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;2.2222222222222223;E;;218.0;-0.2;0.6;218.0;0.3;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;2.5000000000000000;M;;218.1;-0.2;0.6;218.1;0.3;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;2.5000000000000000;M;;218.1;-0.2;0.6;218.1;0.3;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;2.6666666666666670;E;;218.2;-0.2;0.6;218.2;0.3;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;3.0000000000000000;M;;218.3;-0.2;0.6;218.3;0.3;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;3.0000000000000000;M;;218.3;-0.2;0.6;218.3;0.3;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;3.1111111111111116;E;;218.3;-0.2;0.6;218.3;0.3;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;3.5000000000000000;M;;218.5;-0.2;0.6;218.5;0.3;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;3.5000000000000000;M;;218.5;-0.2;0.6;218.5;0.3;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;3.5555555555555562;E;;218.5;-0.2;0.6;218.5;0.3;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;23;4.0000000000000000;L | M;;218.6;-0.2;0.6;218.6;0.3;0.7;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
Extremes;;0.8888888888888888;E;u_X;217.6;-0.2;0.6;217.6;0.4;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;23;4.0000000000000000;L | M;u_X;218.6;-0.2;0.6;218.6;0.3;0.7;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;23;4.0000000000000000;L | M;u_Y;218.6;-0.2;0.6;218.6;0.3;0.7;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;1.5000000000000000;M;u_Y;217.8;-0.2;0.6;217.8;0.4;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;23;4.0000000000000000;L | M;u_Z;218.6;-0.2;0.6;218.6;0.3;0.7;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;5;0.0000000000000000;L | M;u_Z;217.2;-0.2;0.6;217.2;0.4;0.7;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;0.4444444444444444;E;φ_X;217.4;-0.2;0.6;217.4;0.4;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;23;4.0000000000000000;L | M;φ_X;218.6;-0.2;0.6;218.6;0.3;0.7;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;1.5000000000000000;M;φ_Y;217.8;-0.2;0.6;217.8;0.4;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;23;4.0000000000000000;L | M;φ_Y;218.6;-0.2;0.6;218.6;0.3;0.7;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;23;4.0000000000000000;L | M;φ_Z;218.6;-0.2;0.6;218.6;0.3;0.7;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;5;0.0000000000000000;L | M;φ_Z;217.2;-0.2;0.6;217.2;0.4;0.7;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
Total;;;;;218.6;-0.2;0.6;218.6;0.4;0.8;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
27;;;;;217.2;-0.2;0.6;217.2;0.3;0.7;0.0;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
;;;;;;;;;;;;
28;6;0.0000000000000000;L | M;;217.4;-3.3;2.9;217.4;2.2;0.8;2.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
28;;0.4444444444444444;E;;218.9;-4.2;2.9;218.8;3.5;1.7;2.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
28;;0.8888888888888888;E;;220.6;-5.1;2.9;220.6;3.6;2.6;2.0;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
28;;1.3333333333333333;R | E;;222.2;-6.0;2.9;222.1;2.9;3.5;2.1;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
28;;1.7777777777777777;E;;223.3;-6.9;2.9;223.2;1.6;4.4;2.1;Beam | 1 - IPE 200 | L : 4.000 m | steel beam
