Surface No.;Grid;Grid Point Coordinates [m];;;;Stresses from Moments [N/mm^2 ];;;Stresses from Axial Forces [N/mm^2 ];;;
1;42;5.000;0.500;-3.600;;0.491;0.118;-0.017;-0.020;0.000;-0.003;
1;43;5.500;0.500;-3.600;;0.436;0.135;-0.060;-0.020;0.000;-0.002;
1;44;6.000;0.500;-3.600;;0.110;0.124;-0.039;-0.021;-0.005;-0.003;
1;45;6.500;0.500;-3.600;;0.273;0.121;0.058;-0.024;-0.003;-0.004;
1;46;7.000;0.500;-3.600;;0.462;0.114;0.052;-0.026;-0.001;-0.002;
1;47;7.500;0.500;-3.600;;0.525;0.116;0.009;-0.026;-0.001;0.000;
1;48;8.000;0.500;-3.600;;0.490;0.117;-0.036;-0.026;-0.001;0.002;
1;49;8.500;0.500;-3.600;;0.344;0.124;-0.058;-0.024;-0.002;0.003;
1;50;9.000;0.500;-3.600;;0.117;0.128;0.022;-0.021;-0.005;0.002;
1;51;9.500;0.500;-3.600;;0.392;0.129;0.067;-0.021;0.000;0.002;
1;52;10.000;0.500;-3.600;;0.487;0.117;0.034;-0.021;0.000;0.002;
1;53;10.500;0.500;-3.600;;0.480;0.113;-0.014;-0.022;-0.001;0.003;
1;54;11.000;0.500;-3.600;;0.376;0.108;-0.056;-0.023;-0.002;0.006;
1;55;11.500;0.500;-3.600;;0.140;0.107;-0.053;-0.020;-0.004;0.008;
1;56;12.000;0.500;-3.600;;0.001;0.114;0.074;-0.015;-0.005;0.007;
1;57;12.500;0.500;-3.600;;0.358;0.130;0.067;-0.011;0.002;0.007;
1;58;13.000;0.500;-3.600;;0.366;0.111;0.015;-0.009;0.000;0.007;
1;59;13.500;0.500;-3.600;;0.289;0.102;-0.039;-0.012;-0.001;0.007;
1;60;14.000;0.500;-3.600;;0.101;0.106;-0.069;-0.015;-0.002;0.010;
1;61;14.500;0.500;-3.600;;-0.195;0.068;-0.036;-0.011;-0.004;0.012;
1;62;15.000;0.500;-3.600;;-0.593;-0.043;0.145;0.001;-0.003;0.010;
1;63;0.000;1.000;-3.600;;-0.254;0.143;-0.090;0.004;0.002;-0.001;
1;64;0.500;1.000;-3.600;;-0.154;0.177;-0.014;0.003;-0.006;-0.005;
1;65;1.000;1.000;-3.600;;0.005;0.150;0.016;0.000;0.002;-0.005;
1;66;1.500;1.000;-3.600;;0.298;0.024;0.015;-0.017;-0.001;-0.006;
1;67;2.000;1.000;-3.600;;0.296;0.191;0.153;-0.024;-0.004;-0.010;
1;68;2.500;1.000;-3.600;;0.252;0.245;0.013;-0.017;0.003;-0.007;
1;69;3.000;1.000;-3.600;;0.116;0.229;-0.028;-0.014;-0.004;-0.002;
1;70;3.500;1.000;-3.600;;0.155;0.218;0.027;-0.015;-0.007;-0.005;
1;71;4.000;1.000;-3.600;;0.307;0.218;0.056;-0.018;-0.004;-0.005;
1;72;4.500;1.000;-3.600;;0.421;0.221;0.029;-0.020;-0.002;-0.004;
1;73;5.000;1.000;-3.600;;0.452;0.229;-0.010;-0.021;-0.001;-0.003;
1;74;5.500;1.000;-3.600;;0.411;0.246;-0.031;-0.021;-0.001;-0.001;
1;75;6.000;1.000;-3.600;;0.284;0.254;-0.018;-0.021;-0.005;0.000;
1;76;6.500;1.000;-3.600;;0.339;0.239;0.029;-0.022;-0.005;-0.002;
1;77;7.000;1.000;-3.600;;0.440;0.231;0.039;-0.023;-0.003;-0.001;
1;78;7.500;1.000;-3.600;;0.493;0.229;0.009;-0.024;-0.002;0.000;
1;79;8.000;1.000;-3.600;;0.463;0.232;-0.025;-0.024;-0.002;0.001;
1;80;8.500;1.000;-3.600;;0.377;0.244;-0.025;-0.022;-0.004;0.002;
1;81;9.000;1.000;-3.600;;0.295;0.256;0.010;-0.022;-0.004;0.000;
1;82;9.500;1.000;-3.600;;0.395;0.245;0.036;-0.022;-0.001;0.001;
1;83;10.000;1.000;-3.600;;0.454;0.230;0.025;-0.021;-0.001;0.002;
1;84;10.500;1.000;-3.600;;0.447;0.224;-0.011;-0.020;-0.002;0.003;
1;85;11.000;1.000;-3.600;;0.360;0.222;-0.039;-0.018;-0.004;0.004;
1;86;11.500;1.000;-3.600;;0.228;0.226;-0.019;-0.016;-0.007;0.004;
1;87;12.000;1.000;-3.600;;0.181;0.234;0.024;-0.014;-0.004;0.001;
1;88;12.500;1.000;-3.600;;0.311;0.233;0.039;-0.014;0.002;0.004;
1;89;13.000;1.000;-3.600;;0.325;0.214;0.011;-0.012;0.000;0.006;
1;90;13.500;1.000;-3.600;;0.255;0.208;-0.029;-0.009;-0.002;0.007;
1;91;14.000;1.000;-3.600;;0.108;0.200;-0.050;-0.006;-0.003;0.007;
1;92;14.500;1.000;-3.600;;-0.070;0.188;-0.016;-0.002;-0.006;0.006;
1;93;15.000;1.000;-3.600;;-0.199;0.153;0.074;0.003;0.003;0.001;
1;94;0.000;1.500;-3.600;;-0.142;0.246;-0.042;0.002;0.003;-0.003;
1;95;0.500;1.500;-3.600;;-0.072;0.295;-0.010;0.001;-0.004;-0.004;
1;96;1.000;1.500;-3.600;;0.000;0.354;0.013;0.001;-0.005;-0.003;
1;98;2.000;1.500;-3.600;;-0.016;0.493;0.010;0.004;0.006;-0.002;
1;99;2.500;1.500;-3.600;;0.191;0.343;-0.004;-0.005;0.000;-0.002;
1;100;3.000;1.500;-3.600;;0.169;0.302;-0.014;-0.012;-0.003;-0.002;
1;101;3.500;1.500;-3.600;;0.220;0.308;0.014;-0.013;-0.006;-0.002;
1;102;4.000;1.500;-3.600;;0.319;0.307;0.027;-0.016;-0.005;-0.003;
1;103;4.500;1.500;-3.600;;0.403;0.303;0.018;-0.018;-0.003;-0.002;
1;104;5.000;1.500;-3.600;;0.434;0.308;0.000;-0.020;-0.002;-0.002;
1;105;5.500;1.500;-3.600;;0.416;0.317;-0.006;-0.021;-0.002;-0.001;
1;106;6.000;1.500;-3.600;;0.353;0.317;-0.004;-0.021;-0.004;0.000;
1;107;6.500;1.500;-3.600;;0.384;0.323;0.011;-0.022;-0.004;-0.001;
1;108;7.000;1.500;-3.600;;0.442;0.318;0.018;-0.023;-0.004;-0.001;
1;109;7.500;1.500;-3.600;;0.474;0.314;0.007;-0.023;-0.003;0.000;
1;110;8.000;1.500;-3.600;;0.458;0.318;-0.007;-0.023;-0.003;0.000;
1;111;8.500;1.500;-3.600;;0.409;0.324;-0.005;-0.022;-0.004;0.000;
1;112;9.000;1.500;-3.600;;0.364;0.320;0.006;-0.022;-0.004;0.000;
1;113;9.500;1.500;-3.600;;0.414;0.321;0.013;-0.021;-0.002;0.000;
1;114;10.000;1.500;-3.600;;0.442;0.312;0.012;-0.021;-0.002;0.001;
1;115;10.500;1.500;-3.600;;0.429;0.308;-0.004;-0.019;-0.003;0.002;
1;116;11.000;1.500;-3.600;;0.368;0.309;-0.015;-0.017;-0.005;0.002;
1;117;11.500;1.500;-3.600;;0.284;0.311;-0.004;-0.015;-0.005;0.002;
1;118;12.000;1.500;-3.600;;0.250;0.298;0.015;-0.014;-0.004;0.001;
1;119;12.500;1.500;-3.600;;0.305;0.301;0.016;-0.013;-0.001;0.002;
1;120;13.000;1.500;-3.600;;0.299;0.291;0.006;-0.011;-0.001;0.003;
1;121;13.500;1.500;-3.600;;0.241;0.282;-0.013;-0.007;-0.002;0.004;
1;122;14.000;1.500;-3.600;;0.127;0.284;-0.022;-0.004;-0.004;0.004;
1;123;14.500;1.500;-3.600;;0.003;0.280;-0.003;-0.001;-0.003;0.002;
1;124;15.000;1.500;-3.600;;-0.080;0.247;0.034;0.002;0.004;0.000;
1;125;0.000;2.000;-3.600;;-0.092;0.272;-0.015;0.000;0.003;-0.001;
1;126;0.500;2.000;-3.600;;-0.043;0.321;0.028;-0.003;-0.002;-0.002;
1;127;1.000;2.000;-3.600;;0.044;0.305;0.105;-0.010;-0.010;-0.004;
1;128;1.500;2.000;-3.600;;0.354;0.001;0.051;-0.013;0.000;0.000;
1;129;2.000;2.000;-3.600;;0.245;0.282;-0.167;-0.009;0.004;0.002;
1;130;2.500;2.000;-3.600;;0.224;0.330;-0.043;-0.009;-0.001;0.002;
1;131;3.000;2.000;-3.600;;0.191;0.323;0.003;-0.010;-0.003;0.000;
1;132;3.500;2.000;-3.600;;0.242;0.336;0.005;-0.013;-0.005;0.000;
1;133;4.000;2.000;-3.600;;0.327;0.336;0.006;-0.016;-0.005;0.000;
1;134;4.500;2.000;-3.600;;0.398;0.333;0.006;-0.018;-0.004;0.000;
1;135;5.000;2.000;-3.600;;0.429;0.335;0.006;-0.020;-0.002;0.000;
1;136;5.500;2.000;-3.600;;0.418;0.341;0.006;-0.021;-0.003;0.000;
1;137;6.000;2.000;-3.600;;0.370;0.337;0.004;-0.021;-0.004;0.000;
1;138;6.500;2.000;-3.600;;0.398;0.349;0.004;-0.022;-0.004;0.000;
1;139;7.000;2.000;-3.600;;0.445;0.348;0.005;-0.022;-0.004;0.000;
1;140;7.500;2.000;-3.600;;0.470;0.345;0.005;-0.023;-0.004;0.000;
1;141;8.000;2.000;-3.600;;0.458;0.347;0.004;-0.022;-0.004;0.000;
1;142;8.500;2.000;-3.600;;0.419;0.350;0.004;-0.022;-0.004;0.000;
1;143;9.000;2.000;-3.600;;0.380;0.340;0.003;-0.022;-0.004;0.000;
1;144;9.500;2.000;-3.600;;0.420;0.345;0.003;-0.021;-0.003;0.000;
1;145;10.000;2.000;-3.600;;0.440;0.340;0.003;-0.020;-0.002;0.000;
1;146;10.500;2.000;-3.600;;0.424;0.338;0.003;-0.019;-0.003;0.000;
1;147;11.000;2.000;-3.600;;0.371;0.339;0.003;-0.017;-0.005;0.000;
1;148;11.500;2.000;-3.600;;0.301;0.337;0.002;-0.015;-0.005;0.000;
1;149;12.000;2.000;-3.600;;0.260;0.324;0.003;-0.014;-0.004;0.000;
1;150;12.500;2.000;-3.600;;0.301;0.326;0.002;-0.013;-0.002;0.000;
1;151;13.000;2.000;-3.600;;0.296;0.312;0.001;-0.010;-0.001;0.000;
1;152;13.500;2.000;-3.600;;0.235;0.311;0.002;-0.007;-0.003;0.000;
1;153;14.000;2.000;-3.600;;0.134;0.314;0.001;-0.003;-0.004;0.000;
1;154;14.500;2.000;-3.600;;0.026;0.307;0.001;-0.001;-0.001;0.000;
1;155;15.000;2.000;-3.600;;-0.053;0.273;0.001;0.001;0.005;0.000;
1;156;0.000;2.500;-3.600;;-0.113;0.237;0.050;0.001;0.004;0.000;
1;157;0.500;2.500;-3.600;;-0.054;0.270;0.026;-0.002;-0.004;0.002;
1;158;1.000;2.500;-3.600;;0.076;0.233;0.015;-0.005;-0.006;0.002;
1;159;1.500;2.500;-3.600;;0.244;0.174;0.001;-0.009;-0.001;0.002;
1;160;2.000;2.500;-3.600;;0.286;0.225;-0.034;-0.012;0.002;0.001;
1;161;2.500;2.500;-3.600;;0.266;0.280;-0.018;-0.013;0.001;0.002;
1;162;3.000;2.500;-3.600;;0.193;0.293;0.015;-0.013;-0.003;0.002;
1;163;3.500;2.500;-3.600;;0.227;0.308;-0.003;-0.014;-0.006;0.002;
1;164;4.000;2.500;-3.600;;0.321;0.308;-0.015;-0.016;-0.005;0.002;
1;165;4.500;2.500;-3.600;;0.403;0.304;-0.005;-0.018;-0.003;0.002;
1;166;5.000;2.500;-3.600;;0.432;0.309;0.012;-0.020;-0.002;0.001;
1;167;5.500;2.500;-3.600;;0.414;0.318;0.018;-0.021;-0.002;0.000;
1;168;6.000;2.500;-3.600;;0.353;0.317;0.013;-0.021;-0.004;0.000;
1;169;6.500;2.500;-3.600;;0.385;0.323;-0.002;-0.022;-0.004;0.001;
1;170;7.000;2.500;-3.600;;0.442;0.319;-0.009;-0.023;-0.004;0.000;
1;171;7.500;2.500;-3.600;;0.474;0.314;0.003;-0.023;-0.003;0.000;
1;172;8.000;2.500;-3.600;;0.457;0.318;0.016;-0.023;-0.004;-0.001;
1;173;8.500;2.500;-3.600;;0.408;0.324;0.012;-0.022;-0.004;-0.001;
1;174;9.000;2.500;-3.600;;0.363;0.321;0.000;-0.022;-0.004;0.000;
1;175;9.500;2.500;-3.600;;0.414;0.321;-0.007;-0.022;-0.002;0.000;
1;176;10.000;2.500;-3.600;;0.442;0.313;-0.005;-0.021;-0.002;-0.001;
1;177;10.500;2.500;-3.600;;0.429;0.308;0.010;-0.019;-0.003;-0.002;
1;178;11.000;2.500;-3.600;;0.367;0.309;0.021;-0.017;-0.005;-0.002;
1;179;11.500;2.500;-3.600;;0.283;0.311;0.009;-0.016;-0.005;-0.002;
1;180;12.000;2.500;-3.600;;0.249;0.299;-0.012;-0.014;-0.004;-0.001;
1;181;12.500;2.500;-3.600;;0.305;0.301;-0.013;-0.013;-0.001;-0.002;
1;182;13.000;2.500;-3.600;;0.298;0.292;-0.002;-0.011;-0.001;-0.003;
1;183;13.500;2.500;-3.600;;0.241;0.282;0.017;-0.007;-0.002;-0.004;
1;184;14.000;2.500;-3.600;;0.126;0.284;0.025;-0.004;-0.004;-0.004;
1;185;14.500;2.500;-3.600;;0.002;0.280;0.005;-0.001;-0.003;-0.002;
1;186;15.000;2.500;-3.600;;-0.080;0.248;-0.033;0.002;0.004;0.000;
1;187;0.000;3.000;-3.600;;-0.237;0.142;0.099;0.003;0.003;0.001;
1;188;0.500;3.000;-3.600;;-0.123;0.173;0.006;-0.002;-0.006;0.006;
1;189;1.000;3.000;-3.600;;0.056;0.175;-0.036;-0.006;-0.004;0.006;
1;190;1.500;3.000;-3.600;;0.217;0.174;-0.025;-0.009;-0.002;0.005;
1;191;2.000;3.000;-3.600;;0.303;0.182;0.005;-0.012;0.001;0.004;
1;192;2.500;3.000;-3.600;;0.302;0.213;0.031;-0.014;0.003;0.003;
1;193;3.000;3.000;-3.600;;0.148;0.222;0.032;-0.014;-0.004;0.002;
1;194;3.500;3.000;-3.600;;0.167;0.219;-0.015;-0.016;-0.007;0.005;
1;195;4.000;3.000;-3.600;;0.313;0.219;-0.044;-0.018;-0.004;0.005;
1;196;4.500;3.000;-3.600;;0.421;0.222;-0.015;-0.020;-0.002;0.004;
1;197;5.000;3.000;-3.600;;0.450;0.229;0.023;-0.021;-0.001;0.002;
1;198;5.500;3.000;-3.600;;0.406;0.246;0.042;-0.021;-0.001;0.001;
1;199;6.000;3.000;-3.600;;0.283;0.255;0.025;-0.022;-0.005;0.000;
1;200;6.500;3.000;-3.600;;0.340;0.241;-0.021;-0.022;-0.004;0.002;
1;201;7.000;3.000;-3.600;;0.441;0.232;-0.029;-0.024;-0.003;0.001;
1;202;7.500;3.000;-3.600;;0.492;0.229;0.001;-0.024;-0.002;0.000;
1;203;8.000;3.000;-3.600;;0.461;0.233;0.034;-0.024;-0.003;-0.001;
1;204;8.500;3.000;-3.600;;0.374;0.243;0.033;-0.023;-0.004;-0.002;
1;205;9.000;3.000;-3.600;;0.293;0.257;-0.006;-0.022;-0.005;0.000;
1;206;9.500;3.000;-3.600;;0.396;0.246;-0.030;-0.022;-0.001;-0.001;
1;207;10.000;3.000;-3.600;;0.454;0.231;-0.019;-0.022;-0.001;-0.002;
1;208;10.500;3.000;-3.600;;0.447;0.224;0.017;-0.021;-0.002;-0.003;
1;209;11.000;3.000;-3.600;;0.358;0.223;0.045;-0.019;-0.004;-0.004;
1;210;11.500;3.000;-3.600;;0.224;0.227;0.024;-0.016;-0.007;-0.004;
1;211;12.000;3.000;-3.600;;0.180;0.234;-0.021;-0.015;-0.004;-0.001;
1;212;12.500;3.000;-3.600;;0.311;0.234;-0.035;-0.014;0.002;-0.004;
1;213;13.000;3.000;-3.600;;0.325;0.215;-0.007;-0.012;0.000;-0.006;
1;214;13.500;3.000;-3.600;;0.254;0.209;0.032;-0.009;-0.002;-0.007;
1;215;14.000;3.000;-3.600;;0.106;0.201;0.053;-0.006;-0.003;-0.007;
1;216;14.500;3.000;-3.600;;-0.072;0.189;0.018;-0.002;-0.006;-0.006;
1;217;15.000;3.000;-3.600;;-0.200;0.154;-0.073;0.003;0.003;-0.001;
1;218;0.000;3.500;-3.600;;-0.667;-0.057;0.179;0.001;-0.003;0.010;
1;219;0.500;3.500;-3.600;;-0.263;0.055;-0.025;-0.010;-0.004;0.011;
1;220;1.000;3.500;-3.600;;0.046;0.095;-0.062;-0.014;-0.003;0.009;
1;221;1.500;3.500;-3.600;;0.246;0.093;-0.042;-0.011;-0.001;0.006;
1;222;2.000;3.500;-3.600;;0.346;0.101;0.013;-0.009;0.001;0.006;
1;223;2.500;3.500;-3.600;;0.369;0.127;0.068;-0.012;0.002;0.007;
1;224;3.000;3.500;-3.600;;-0.028;0.111;0.101;-0.015;-0.005;0.007;
1;225;3.500;3.500;-3.600;;0.057;0.102;-0.047;-0.020;-0.004;0.009;
1;226;4.000;3.500;-3.600;;0.324;0.106;-0.064;-0.023;-0.002;0.006;
1;227;4.500;3.500;-3.600;;0.454;0.112;-0.021;-0.022;-0.001;0.004;
1;228;5.000;3.500;-3.600;;0.488;0.118;0.030;-0.020;0.000;0.003;
1;229;5.500;3.500;-3.600;;0.428;0.134;0.073;-0.021;0.000;0.002;
1;230;6.000;3.500;-3.600;;0.103;0.128;0.055;-0.022;-0.006;0.003;
1;231;6.500;3.500;-3.600;;0.279;0.120;-0.053;-0.024;-0.003;0.004;
1;232;7.000;3.500;-3.600;;0.463;0.115;-0.043;-0.026;-0.001;0.002;
1;233;7.500;3.500;-3.600;;0.524;0.116;0.000;-0.026;-0.001;0.000;
1;234;8.000;3.500;-3.600;;0.487;0.116;0.045;-0.026;-0.001;-0.002;
1;235;8.500;3.500;-3.600;;0.337;0.123;0.067;-0.024;-0.003;-0.004;
1;236;9.000;3.500;-3.600;;0.114;0.129;-0.020;-0.022;-0.006;-0.002;
1;237;9.500;3.500;-3.600;;0.394;0.131;-0.062;-0.021;0.000;-0.002;
1;238;10.000;3.500;-3.600;;0.487;0.118;-0.028;-0.021;0.000;-0.002;
1;239;10.500;3.500;-3.600;;0.479;0.113;0.020;-0.022;-0.001;-0.003;
1;240;11.000;3.500;-3.600;;0.374;0.108;0.062;-0.024;-0.002;-0.006;
1;241;11.500;3.500;-3.600;;0.134;0.108;0.057;-0.020;-0.005;-0.008;
1;242;12.000;3.500;-3.600;;-0.001;0.115;-0.072;-0.015;-0.005;-0.007;
1;243;12.500;3.500;-3.600;;0.359;0.131;-0.064;-0.012;0.002;-0.007;
1;244;13.000;3.500;-3.600;;0.366;0.111;-0.012;-0.009;0.000;-0.007;
1;245;13.500;3.500;-3.600;;0.288;0.103;0.043;-0.012;-0.001;-0.007;
1;246;14.000;3.500;-3.600;;0.099;0.107;0.072;-0.015;-0.002;-0.010;
1;247;14.500;3.500;-3.600;;-0.199;0.068;0.038;-0.011;-0.004;-0.012;
1;248;15.000;3.500;-3.600;;-0.599;-0.042;-0.144;0.001;-0.003;-0.010;
1;249;0.000;4.000;-3.600;;-1.445;-0.275;0.354;-0.079;-0.027;0.025;
1;250;0.500;4.000;-3.600;;-0.496;0.036;-0.026;-0.044;-0.003;0.008;
1;251;1.000;4.000;-3.600;;0.055;0.041;-0.065;-0.022;0.000;0.000;
1;252;1.500;4.000;-3.600;;0.267;0.018;-0.039;-0.012;0.000;0.000;
1;253;2.000;4.000;-3.600;;0.386;0.019;0.004;-0.003;0.000;0.000;
1;254;2.500;4.000;-3.600;;0.456;0.018;0.066;0.011;0.003;0.005;
1;255;3.000;4.000;-3.600;;-0.378;-0.164;0.199;-0.022;-0.008;0.019;
1;256;3.500;4.000;-3.600;;-0.119;0.051;-0.071;-0.045;-0.002;0.006;
1;257;4.000;4.000;-3.600;;0.351;0.023;-0.067;-0.028;0.000;0.000;
1;258;4.500;4.000;-3.600;;0.485;0.016;-0.021;-0.021;0.001;0.000;
1;259;5.000;4.000;-3.600;;0.529;0.022;0.024;-0.016;0.000;0.000;
1;260;5.500;4.000;-3.600;;0.449;0.024;0.078;-0.011;0.002;0.001;
1;261;6.000;4.000;-3.600;;-0.268;-0.152;0.090;-0.027;-0.008;0.007;
1;262;6.500;4.000;-3.600;;0.186;0.031;-0.075;-0.034;0.000;0.003;
1;263;7.000;4.000;-3.600;;0.496;0.022;-0.044;-0.027;0.000;0.000;
1;264;7.500;4.000;-3.600;;0.557;0.016;-0.001;-0.025;0.001;0.000;
1;265;8.000;4.000;-3.600;;0.522;0.023;0.043;-0.027;0.000;0.000;
1;266;8.500;4.000;-3.600;;0.271;0.034;0.078;-0.034;0.000;-0.003;
1;267;9.000;4.000;-3.600;;-0.270;-0.142;-0.046;-0.028;-0.009;-0.007;
1;268;9.500;4.000;-3.600;;0.382;0.025;-0.073;-0.013;0.002;-0.001;
1;269;10.000;4.000;-3.600;;0.526;0.022;-0.026;-0.017;0.000;0.000;
1;270;10.500;4.000;-3.600;;0.510;0.016;0.019;-0.021;0.001;0.000;
1;271;11.000;4.000;-3.600;;0.401;0.023;0.062;-0.028;0.000;0.000;
1;272;11.500;4.000;-3.600;;-0.004;0.039;0.078;-0.045;-0.002;-0.006;
1;273;12.000;4.000;-3.600;;-0.356;-0.168;-0.143;-0.021;-0.007;-0.020;
1;274;12.500;4.000;-3.600;;0.417;0.020;-0.063;0.013;0.004;-0.005;
1;275;13.000;4.000;-3.600;;0.407;0.021;-0.006;-0.003;0.001;0.000;
1;276;13.500;4.000;-3.600;;0.311;0.019;0.038;-0.014;0.000;0.000;
1;277;14.000;4.000;-3.600;;0.115;0.041;0.073;-0.026;0.000;0.000;
1;278;14.500;4.000;-3.600;;-0.411;0.042;0.038;-0.050;-0.003;-0.008;
1;279;15.000;4.000;-3.600;;-1.326;-0.279;-0.302;-0.088;-0.030;-0.028;
Extremes;16;7.500;0.000;-3.600;σ_x,b;0.558;0.016;0.007;-0.025;0.001;0.000;
1;249;0.000;4.000;-3.600;σ_x,b;-1.445;-0.275;0.354;-0.079;-0.027;0.025;
1;98;2.000;1.500;-3.600;σ_y,b;-0.016;0.493;0.010;0.004;0.006;-0.002;
1;1;0.000;0.000;-3.600;σ_y,b;-1.435;-0.280;-0.368;-0.083;-0.027;-0.025;
1;249;0.000;4.000;-3.600;τ_xy,b;-1.445;-0.275;0.354;-0.079;-0.027;0.025;
1;1;0.000;0.000;-3.600;τ_xy,b;-1.435;-0.280;-0.368;-0.083;-0.027;-0.025;
1;6;2.500;0.000;-3.600;σ_x,m;0.467;0.017;-0.040;0.015;0.004;-0.004;
1;279;15.000;4.000;-3.600;σ_x,m;-1.326;-0.279;-0.302;-0.088;-0.030;-0.028;
1;98;2.000;1.500;-3.600;σ_y,m;-0.016;0.493;0.010;0.004;0.006;-0.002;
1;279;15.000;4.000;-3.600;σ_y,m;-1.326;-0.279;-0.302;-0.088;-0.030;-0.028;
1;31;15.000;0.000;-3.600;τ_xy,m;-1.314;-0.280;0.304;-0.086;-0.029;0.027;
1;279;15.000;4.000;-3.600;τ_xy,m;-1.326;-0.279;-0.302;-0.088;-0.030;-0.028;
Total;;;;;;0.558;0.493;0.354;0.015;0.006;0.027;
1;;;;;;-1.445;-0.280;-0.368;-0.088;-0.030;-0.028;
;;;;;;;;;;;;
;Total max/min values with corresponding values;;;;;;;;;;;
1;16;7.500;0.000;-3.600;σ_x,b;0.558;0.016;0.007;-0.025;0.001;0.000;
1;249;0.000;4.000;-3.600;σ_x,b;-1.445;-0.275;0.354;-0.079;-0.027;0.025;
1;98;2.000;1.500;-3.600;σ_y,b;-0.016;0.493;0.010;0.004;0.006;-0.002;
1;1;0.000;0.000;-3.600;σ_y,b;-1.435;-0.280;-0.368;-0.083;-0.027;-0.025;
1;249;0.000;4.000;-3.600;τ_xy,b;-1.445;-0.275;0.354;-0.079;-0.027;0.025;
1;1;0.000;0.000;-3.600;τ_xy,b;-1.435;-0.280;-0.368;-0.083;-0.027;-0.025;
