Section No.;Member;Node;Location;;;Forces [kN];;;Moments [kNm];;;
2;25;;0.8888888888888888;E;;0.69;-0.34;22.81;-8.84;31.92;-0.44;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;1.0000000000000000;M;;0.86;-0.55;19.22;-6.69;35.30;-0.32;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;1.0000000000000000;M;;0.86;-0.55;19.22;-6.69;35.30;-0.32;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;1.3333333333333333;E;;1.22;-0.27;12.73;-3.82;41.15;-0.22;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;1.5000000000000000;M;;1.40;-0.13;9.49;-2.39;44.07;-0.16;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;1.5000000000000000;M;;1.40;-0.13;9.49;-2.39;44.07;-0.16;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;1.7777777777777777;E;;1.66;0.00;4.39;-0.92;45.70;-0.18;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;2.0000000000000000;E | M;;1.87;0.10;0.31;0.26;47.01;-0.19;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;2.0000000000000000;E | M;;1.87;0.10;0.31;0.26;47.01;-0.19;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;2.2222222222222223;E;;1.93;0.16;-3.71;1.36;45.74;-0.23;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;2.5000000000000000;M;;2.01;0.24;-8.73;2.74;44.17;-0.26;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;2.5000000000000000;M;;2.01;0.24;-8.73;2.74;44.17;-0.26;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;2.6666666666666670;E;;1.89;0.31;-11.90;4.08;41.39;-0.32;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;3.0000000000000000;M;;1.65;0.45;-18.24;6.74;35.83;-0.43;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;3.0000000000000000;M;;1.65;0.45;-18.24;6.74;35.83;-0.43;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;3.1111111111111116;E;;1.42;0.23;-21.87;8.85;32.59;-0.52;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;3.5000000000000000;M;;0.60;-0.56;-34.56;16.24;21.25;-0.86;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;3.5000000000000000;M;;0.60;-0.56;-34.56;16.24;21.25;-0.86;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;;3.5555555555555562;E;;0.44;-0.81;-37.07;17.76;18.30;-0.79;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;25;20;4.0000000000000000;M;;-0.87;-2.83;-57.11;29.93;-5.32;-0.28;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;5;0.0000000000000000;M;;-1.51;2.04;57.58;-21.20;-7.77;-0.45;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;0.4444444444444444;E;;-0.97;0.47;38.19;-11.47;16.01;-0.65;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;0.5000000000000000;M;;-0.90;0.28;35.77;-10.26;18.98;-0.68;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;0.5000000000000000;M;;-0.90;0.28;35.77;-10.26;18.98;-0.68;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;0.8888888888888888;E;;-0.63;-0.23;23.06;-4.76;30.78;-0.31;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;1.0000000000000000;M;;-0.55;-0.38;19.43;-3.19;34.15;-0.21;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;1.0000000000000000;M;;-0.55;-0.38;19.43;-3.19;34.15;-0.21;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;1.3333333333333333;E;;-0.53;-0.19;12.61;-1.72;39.86;-0.17;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;1.5000000000000000;M;;-0.53;-0.09;9.21;-0.98;42.71;-0.15;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;1.5000000000000000;M;;-0.53;-0.09;9.21;-0.98;42.71;-0.15;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;1.7777777777777777;E;;-0.52;-0.05;4.06;-0.41;44.20;-0.14;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;2.0000000000000000;E | M;;-0.51;-0.02;-0.05;0.05;45.39;-0.14;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;2.0000000000000000;E | M;;-0.51;-0.02;-0.05;0.05;45.39;-0.14;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;2.2222222222222223;E;;-0.47;0.03;-4.09;0.55;44.04;-0.13;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;2.5000000000000000;M;;-0.43;0.09;-9.15;1.18;42.36;-0.12;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;2.5000000000000000;M;;-0.43;0.09;-9.15;1.18;42.36;-0.12;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;2.6666666666666670;E;;-0.45;0.19;-12.41;2.00;39.52;-0.14;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;3.0000000000000000;M;;-0.49;0.38;-18.94;3.65;33.84;-0.20;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;3.0000000000000000;M;;-0.49;0.38;-18.94;3.65;33.84;-0.20;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;3.1111111111111116;E;;-0.58;0.22;-22.49;5.22;30.62;-0.30;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;3.5000000000000000;M;;-0.91;-0.33;-34.92;10.71;19.37;-0.66;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;3.5000000000000000;M;;-0.91;-0.33;-34.92;10.71;19.37;-0.66;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;;3.5555555555555562;E;;-0.97;-0.54;-37.32;11.88;16.52;-0.63;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;27;23;4.0000000000000000;M;;-1.51;-2.15;-56.52;21.29;-6.35;-0.38;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;8;0.0000000000000000;M;;-1.28;0.84;56.50;-10.23;-7.38;-0.20;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;0.4444444444444444;E;;-0.69;0.18;37.04;-5.65;15.20;-0.28;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;0.5000000000000000;M;;-0.61;0.10;34.61;-5.07;18.02;-0.29;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;0.5000000000000000;M;;-0.61;0.10;34.61;-5.07;18.02;-0.29;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;0.8888888888888888;E;;-0.23;-0.13;22.11;-2.41;28.89;-0.13;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;1.0000000000000000;M;;-0.12;-0.19;18.53;-1.65;32.00;-0.08;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;1.0000000000000000;M;;-0.12;-0.19;18.53;-1.65;32.00;-0.08;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;1.3333333333333333;E;;0.01;-0.11;12.15;-0.82;37.36;-0.05;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;1.5000000000000000;M;;0.08;-0.07;8.95;-0.41;40.04;-0.04;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;1.5000000000000000;M;;0.08;-0.07;8.95;-0.41;40.04;-0.04;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;1.7777777777777777;E;;0.11;-0.03;4.05;-0.03;41.58;-0.03;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;2.0000000000000000;E | M;;0.13;0.00;0.12;0.27;42.82;-0.03;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;2.0000000000000000;E | M;;0.13;0.00;0.12;0.27;42.82;-0.03;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;2.2222222222222223;E;;0.11;0.03;-3.80;0.57;41.66;-0.03;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;2.5000000000000000;M;;0.08;0.06;-8.70;0.94;40.22;-0.04;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;2.5000000000000000;M;;0.08;0.06;-8.70;0.94;40.22;-0.04;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;2.6666666666666670;E;;0.01;0.09;-11.89;1.32;37.60;-0.05;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;3.0000000000000000;M;;-0.13;0.16;-18.26;2.08;32.37;-0.08;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;3.0000000000000000;M;;-0.13;0.16;-18.26;2.08;32.37;-0.08;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;3.1111111111111116;E;;-0.25;0.10;-21.84;2.77;29.31;-0.12;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;3.5000000000000000;M;;-0.64;-0.14;-34.37;5.20;18.62;-0.26;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;3.5000000000000000;M;;-0.64;-0.14;-34.37;5.20;18.62;-0.26;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;;3.5555555555555562;E;;-0.71;-0.22;-36.81;5.73;15.82;-0.25;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;29;26;4.0000000000000000;M;;-1.32;-0.89;-56.33;9.91;-6.59;-0.14;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;11;0.0000000000000000;M;;-1.26;-0.77;56.57;3.70;-7.26;0.11;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;0.4444444444444444;E;;-0.65;-0.20;37.04;2.17;15.29;0.21;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;0.5000000000000000;M;;-0.58;-0.13;34.60;1.97;18.11;0.22;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;0.5000000000000000;M;;-0.58;-0.13;34.60;1.97;18.11;0.22;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;0.8888888888888888;E;;-0.19;0.08;22.07;1.08;28.94;0.11;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;1.0000000000000000;M;;-0.08;0.13;18.49;0.83;32.04;0.07;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;1.0000000000000000;M;;-0.08;0.13;18.49;0.83;32.04;0.07;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;1.3333333333333333;E;;0.06;0.08;12.10;0.55;37.38;0.05;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;1.5000000000000000;M;;0.13;0.05;8.91;0.42;40.05;0.04;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;1.5000000000000000;M;;0.13;0.05;8.91;0.42;40.05;0.04;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;1.7777777777777777;E;;0.16;0.02;4.00;0.28;41.57;0.03;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;2.0000000000000000;E | M;;0.18;0.00;0.08;0.18;42.79;0.03;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;2.0000000000000000;E | M;;0.18;0.00;0.08;0.18;42.79;0.03;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;2.2222222222222223;E;;0.15;-0.03;-3.85;0.06;41.62;0.03;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;2.5000000000000000;M;;0.12;-0.06;-8.75;-0.08;40.16;0.04;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;2.5000000000000000;M;;0.12;-0.06;-8.75;-0.08;40.16;0.04;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;2.6666666666666670;E;;0.04;-0.09;-11.94;-0.24;37.53;0.05;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;3.0000000000000000;M;;-0.11;-0.16;-18.32;-0.56;32.28;0.08;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;3.0000000000000000;M;;-0.11;-0.16;-18.32;-0.56;32.28;0.08;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;3.1111111111111116;E;;-0.22;-0.11;-21.90;-0.86;29.21;0.12;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;3.5000000000000000;M;;-0.63;0.09;-34.44;-1.91;18.50;0.25;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;3.5000000000000000;M;;-0.63;0.09;-34.44;-1.91;18.50;0.25;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;;3.5555555555555562;E;;-0.70;0.16;-36.89;-2.14;15.69;0.24;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;31;29;4.0000000000000000;M;;-1.33;0.72;-56.46;-3.96;-6.75;0.17;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;14;0.0000000000000000;M;;-1.54;-2.16;57.21;15.82;-7.13;0.38;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;0.4444444444444444;E;;-1.05;-0.54;37.62;8.92;15.93;0.63;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;0.5000000000000000;M;;-0.98;-0.33;35.17;8.06;18.81;0.67;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;0.5000000000000000;M;;-0.98;-0.33;35.17;8.06;18.81;0.67;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;0.8888888888888888;E;;-0.68;0.24;22.48;4.07;29.98;0.31;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
2;33;;1.0000000000000000;M;;-0.59;0.41;18.85;2.93;33.17;0.21;Beam | 2 - R_M1 500/1000 | L : 4.000 m | concrete beam
