Surface No.;Grid;Grid Point Coordinates [m];;;;Moments [kNm/m];;;;;;Axial Forces [kN/m];;;
;Point No.;X;Y;Z;;m_x,D+;m_y,D+;m_c,D+;m_x,D-;m_y,D-;m_c,D-;n_x,D;n_y,D;n_c,D;Surface Comment
1;229;5.500;3.500;-3.600;max;0.076;0.020;-0.011;0.076;0.020;-0.011;0.084;0.049;-0.027;
1;229;5.500;3.500;-3.600;min;0.000;-0.003;-0.065;0.000;-0.003;-0.065;0.000;-0.005;-0.073;
1;230;6.000;3.500;-3.600;max;0.108;0.062;-0.019;0.108;0.062;-0.019;0.077;0.041;-0.012;
1;230;6.000;3.500;-3.600;min;0.000;-0.004;-0.092;0.000;-0.004;-0.092;0.000;-0.006;-0.071;
1;231;6.500;3.500;-3.600;max;0.072;0.019;-0.013;0.072;0.019;-0.013;0.085;0.049;-0.018;
1;231;6.500;3.500;-3.600;min;0.000;-0.002;-0.062;0.000;-0.002;-0.062;0.000;-0.007;-0.077;
1;232;7.000;3.500;-3.600;max;0.046;0.007;-0.005;0.046;0.007;-0.005;0.098;0.032;-0.019;
1;232;7.000;3.500;-3.600;min;0.000;-0.002;-0.043;0.000;-0.002;-0.043;0.000;-0.004;-0.089;
1;233;7.500;3.500;-3.600;max;0.036;0.003;-0.001;0.036;0.003;-0.001;0.089;0.018;-0.001;
1;233;7.500;3.500;-3.600;min;0.000;-0.002;-0.035;0.000;-0.002;-0.035;0.000;-0.003;-0.089;
1;234;8.000;3.500;-3.600;max;0.035;0.003;0.000;0.035;0.003;0.000;0.096;0.021;-0.005;
1;234;8.000;3.500;-3.600;min;0.000;-0.002;-0.034;0.000;-0.002;-0.034;0.000;-0.003;-0.090;
1;235;8.500;3.500;-3.600;max;0.044;0.009;-0.007;0.044;0.009;-0.007;0.092;0.030;-0.018;
1;235;8.500;3.500;-3.600;min;0.000;-0.004;-0.040;0.000;-0.004;-0.040;0.000;-0.005;-0.084;
1;236;9.000;3.500;-3.600;max;0.061;0.031;-0.003;0.061;0.031;-0.003;0.084;0.024;-0.002;
1;236;9.000;3.500;-3.600;min;0.000;-0.007;-0.051;0.000;-0.007;-0.051;0.000;-0.007;-0.078;
1;237;9.500;3.500;-3.600;max;0.044;0.009;-0.001;0.044;0.009;-0.001;0.082;0.026;-0.015;
1;237;9.500;3.500;-3.600;min;0.000;-0.004;-0.040;0.000;-0.004;-0.040;0.000;-0.004;-0.076;
1;238;10.000;3.500;-3.600;max;0.036;0.003;0.000;0.036;0.003;0.000;0.083;0.014;0.000;
1;238;10.000;3.500;-3.600;min;0.000;-0.002;-0.035;0.000;-0.002;-0.035;0.000;-0.003;-0.077;
1;239;10.500;3.500;-3.600;max;0.037;0.003;-0.001;0.037;0.003;-0.001;0.093;0.018;-0.014;
1;239;10.500;3.500;-3.600;min;0.000;-0.002;-0.036;0.000;-0.002;-0.036;0.000;-0.003;-0.082;
1;240;11.000;3.500;-3.600;max;0.048;0.007;-0.006;0.048;0.007;-0.006;0.108;0.033;-0.035;
1;240;11.000;3.500;-3.600;min;0.000;-0.002;-0.044;0.000;-0.002;-0.044;0.000;-0.003;-0.092;
1;241;11.500;3.500;-3.600;max;0.074;0.019;-0.026;0.074;0.019;-0.026;0.095;0.051;-0.062;
1;241;11.500;3.500;-3.600;min;0.000;-0.002;-0.064;0.000;-0.002;-0.064;0.000;-0.002;-0.079;
1;242;12.000;3.500;-3.600;max;0.107;0.062;-0.018;0.107;0.062;-0.018;0.061;0.033;-0.011;
1;242;12.000;3.500;-3.600;min;0.000;-0.001;-0.091;0.000;-0.001;-0.091;0.000;0.003;-0.063;
1;243;12.500;3.500;-3.600;max;0.070;0.019;-0.011;0.070;0.019;-0.011;0.037;0.047;-0.027;
1;243;12.500;3.500;-3.600;min;0.000;-0.002;-0.060;0.000;-0.002;-0.060;0.000;0.006;-0.060;
1;244;13.000;3.500;-3.600;max;0.043;0.006;-0.005;0.043;0.006;-0.005;0.038;0.030;-0.029;
1;244;13.000;3.500;-3.600;min;0.000;-0.002;-0.039;0.000;-0.002;-0.039;0.000;0.004;-0.044;
1;245;13.500;3.500;-3.600;max;0.030;0.002;0.000;0.030;0.002;0.000;0.025;0.015;-0.004;
1;245;13.500;3.500;-3.600;min;0.000;-0.002;-0.030;0.000;-0.002;-0.030;0.000;-0.004;-0.025;
1;246;14.000;3.500;-3.600;max;0.026;0.004;0.000;0.026;0.004;0.000;0.027;0.016;-0.001;
1;246;14.000;3.500;-3.600;min;0.000;-0.001;-0.025;0.000;-0.001;-0.025;0.000;-0.003;-0.027;
1;247;14.500;3.500;-3.600;max;0.026;0.007;-0.001;0.026;0.007;-0.001;0.026;0.020;-0.002;
1;247;14.500;3.500;-3.600;min;0.000;-0.002;-0.023;0.000;-0.002;-0.023;0.000;-0.002;-0.031;
1;248;15.000;3.500;-3.600;max;0.027;0.015;0.000;0.027;0.015;0.000;0.012;0.012;0.000;
1;248;15.000;3.500;-3.600;min;0.000;-0.002;-0.022;0.000;-0.002;-0.022;-0.002;0.000;-0.024;
1;249;0.000;4.000;-3.600;max;0.029;0.013;-0.011;0.029;0.013;-0.011;0.144;0.040;-0.024;
1;249;0.000;4.000;-3.600;min;0.000;-0.003;-0.024;0.000;-0.003;-0.024;0.000;-0.014;-0.126;
1;250;0.500;4.000;-3.600;max;0.017;0.008;-0.008;0.017;0.008;-0.008;0.092;0.018;-0.006;
1;250;0.500;4.000;-3.600;min;0.000;0.001;-0.014;0.000;0.001;-0.014;0.000;-0.005;-0.082;
1;251;1.000;4.000;-3.600;max;0.015;0.007;-0.008;0.015;0.007;-0.008;0.053;0.001;-0.001;
1;251;1.000;4.000;-3.600;min;0.000;0.002;-0.013;0.000;0.002;-0.013;0.000;0.000;-0.052;
1;252;1.500;4.000;-3.600;max;0.013;0.007;-0.009;0.013;0.007;-0.009;0.044;0.001;-0.001;
1;252;1.500;4.000;-3.600;min;0.000;0.001;-0.013;0.000;0.001;-0.013;0.000;0.000;-0.044;
1;253;2.000;4.000;-3.600;max;0.010;0.007;-0.005;0.010;0.007;-0.005;0.043;0.001;-0.001;
1;253;2.000;4.000;-3.600;min;0.000;0.001;-0.013;0.000;0.001;-0.013;0.000;0.000;-0.042;
1;254;2.500;4.000;-3.600;max;0.015;0.004;-0.005;0.015;0.004;-0.005;0.039;0.007;-0.005;
1;254;2.500;4.000;-3.600;min;0.000;0.001;-0.013;0.000;0.001;-0.013;0.000;0.000;-0.037;
1;255;3.000;4.000;-3.600;max;0.050;0.017;-0.001;0.050;0.017;-0.001;0.119;0.057;-0.004;
1;255;3.000;4.000;-3.600;min;0.000;-0.001;-0.043;0.000;-0.001;-0.043;0.000;-0.023;-0.101;
1;256;3.500;4.000;-3.600;max;0.044;0.007;-0.001;0.044;0.007;-0.001;0.120;0.011;-0.003;
1;256;3.500;4.000;-3.600;min;0.000;0.000;-0.040;0.000;0.000;-0.040;0.000;-0.001;-0.112;
1;257;4.000;4.000;-3.600;max;0.036;0.003;-0.001;0.036;0.003;-0.001;0.093;0.001;0.000;
1;257;4.000;4.000;-3.600;min;0.000;0.000;-0.035;0.000;0.000;-0.035;0.000;0.000;-0.093;
1;258;4.500;4.000;-3.600;max;0.039;0.002;0.000;0.039;0.002;0.000;0.094;0.002;0.000;
1;258;4.500;4.000;-3.600;min;0.000;0.000;-0.039;0.000;0.000;-0.039;0.000;-0.001;-0.094;
1;259;5.000;4.000;-3.600;max;0.050;0.003;-0.001;0.050;0.003;-0.001;0.111;0.001;0.000;
1;259;5.000;4.000;-3.600;min;0.000;0.000;-0.048;0.000;0.000;-0.048;0.000;-0.001;-0.111;
1;260;5.500;4.000;-3.600;max;0.104;0.008;-0.017;0.104;0.008;-0.017;0.197;0.042;-0.052;
1;260;5.500;4.000;-3.600;min;0.000;0.002;-0.096;0.000;0.002;-0.096;0.000;-0.008;-0.175;
1;261;6.000;4.000;-3.600;max;0.211;0.074;-0.026;0.211;0.074;-0.026;0.380;0.196;-0.039;
1;261;6.000;4.000;-3.600;min;0.000;0.003;-0.175;0.000;0.003;-0.175;0.000;-0.064;-0.316;
1;262;6.500;4.000;-3.600;max;0.100;0.007;-0.014;0.100;0.007;-0.014;0.199;0.042;-0.050;
1;262;6.500;4.000;-3.600;min;0.000;0.002;-0.092;0.000;0.002;-0.092;0.000;-0.008;-0.178;
1;263;7.000;4.000;-3.600;max;0.046;0.003;-0.001;0.046;0.003;-0.001;0.118;0.001;0.000;
1;263;7.000;4.000;-3.600;min;0.000;-0.001;-0.045;0.000;-0.001;-0.045;0.000;-0.001;-0.118;
1;264;7.500;4.000;-3.600;max;0.037;0.002;-0.001;0.037;0.002;-0.001;0.107;0.002;0.000;
1;264;7.500;4.000;-3.600;min;0.000;0.000;-0.037;0.000;0.000;-0.037;0.000;0.000;-0.107;
1;265;8.000;4.000;-3.600;max;0.036;0.002;-0.001;0.036;0.002;-0.001;0.113;0.001;0.000;
1;265;8.000;4.000;-3.600;min;0.000;0.000;-0.036;0.000;0.000;-0.036;0.000;-0.001;-0.112;
1;266;8.500;4.000;-3.600;max;0.058;0.004;-0.004;0.058;0.004;-0.004;0.155;0.022;-0.023;
1;266;8.500;4.000;-3.600;min;0.000;0.001;-0.054;0.000;0.001;-0.054;0.000;-0.004;-0.144;
1;267;9.000;4.000;-3.600;max;0.115;0.039;-0.010;0.115;0.039;-0.010;0.209;0.102;-0.010;
1;267;9.000;4.000;-3.600;min;0.000;-0.003;-0.095;0.000;-0.003;-0.095;0.000;-0.034;-0.177;
1;268;9.500;4.000;-3.600;max;0.058;0.004;-0.004;0.058;0.004;-0.004;0.094;0.022;-0.011;
1;268;9.500;4.000;-3.600;min;0.000;0.000;-0.054;0.000;0.000;-0.054;0.000;-0.004;-0.089;
1;269;10.000;4.000;-3.600;max;0.037;0.002;-0.001;0.037;0.002;-0.001;0.086;0.001;0.000;
1;269;10.000;4.000;-3.600;min;0.000;0.000;-0.037;0.000;0.000;-0.037;0.000;-0.001;-0.086;
1;270;10.500;4.000;-3.600;max;0.038;0.002;0.000;0.038;0.002;0.000;0.099;0.002;0.000;
1;270;10.500;4.000;-3.600;min;0.000;0.000;-0.038;0.000;0.000;-0.038;0.000;0.000;-0.099;
1;271;11.000;4.000;-3.600;max;0.048;0.003;0.000;0.048;0.003;0.000;0.126;0.001;0.000;
1;271;11.000;4.000;-3.600;min;0.000;0.000;-0.046;0.000;0.000;-0.046;0.000;-0.001;-0.126;
1;272;11.500;4.000;-3.600;max;0.102;0.008;-0.014;0.102;0.008;-0.014;0.229;0.042;-0.053;
1;272;11.500;4.000;-3.600;min;0.000;0.002;-0.094;0.000;0.002;-0.094;0.000;-0.009;-0.204;
1;273;12.000;4.000;-3.600;max;0.210;0.073;-0.022;0.210;0.073;-0.022;0.375;0.197;-0.026;
1;273;12.000;4.000;-3.600;min;0.000;0.002;-0.174;0.000;0.002;-0.174;0.000;-0.062;-0.312;
1;274;12.500;4.000;-3.600;max;0.098;0.007;-0.016;0.098;0.007;-0.016;0.143;0.042;-0.054;
1;274;12.500;4.000;-3.600;min;0.000;0.003;-0.090;0.000;0.003;-0.090;0.000;-0.008;-0.122;
1;275;13.000;4.000;-3.600;max;0.043;0.002;-0.001;0.043;0.002;-0.001;0.048;0.001;0.000;
1;275;13.000;4.000;-3.600;min;0.000;0.000;-0.042;0.000;0.000;-0.042;0.000;-0.001;-0.048;
1;276;13.500;4.000;-3.600;max;0.032;0.001;-0.001;0.032;0.001;-0.001;0.028;0.002;-0.001;
1;276;13.500;4.000;-3.600;min;0.000;0.000;-0.031;0.000;0.000;-0.031;0.000;0.000;-0.028;
1;277;14.000;4.000;-3.600;max;0.028;0.003;-0.001;0.028;0.003;-0.001;0.035;0.001;0.000;
1;277;14.000;4.000;-3.600;min;0.000;0.000;-0.026;0.000;0.000;-0.026;0.000;-0.001;-0.034;
1;278;14.500;4.000;-3.600;max;0.031;0.005;-0.002;0.031;0.005;-0.002;0.070;0.014;-0.001;
1;278;14.500;4.000;-3.600;min;0.000;0.000;-0.028;0.000;0.000;-0.028;0.000;-0.003;-0.062;
1;279;15.000;4.000;-3.600;max;0.041;0.015;-0.001;0.041;0.015;-0.001;0.131;0.057;-0.004;
1;279;15.000;4.000;-3.600;min;0.000;0.000;-0.034;0.000;0.000;-0.034;0.000;-0.022;-0.111;
Extremes;261;6.000;4.000;-3.600;m_x,D+;0.211;0.074;-0.026;0.211;0.074;-0.026;0.380;0.196;-0.039;
1;72;4.500;1.000;-3.600;m_x,D+;-0.001;-0.001;-0.028;-0.001;-0.001;-0.028;0.000;-0.006;-0.021;
1;261;6.000;4.000;-3.600;m_y,D+;0.211;0.074;-0.026;0.211;0.074;-0.026;0.380;0.196;-0.039;
1;236;9.000;3.500;-3.600;m_y,D+;0.000;-0.007;-0.051;0.000;-0.007;-0.051;0.000;-0.007;-0.078;
1;140;7.500;2.000;-3.600;m_c,D+;0.030;0.004;0.000;0.030;0.004;0.000;0.035;0.010;0.000;
1;261;6.000;4.000;-3.600;m_c,D+;0.000;0.003;-0.175;0.000;0.003;-0.175;0.000;-0.064;-0.316;
1;261;6.000;4.000;-3.600;m_x,D-;0.211;0.074;-0.026;0.211;0.074;-0.026;0.380;0.196;-0.039;
1;72;4.500;1.000;-3.600;m_x,D-;-0.001;-0.001;-0.028;-0.001;-0.001;-0.028;0.000;-0.006;-0.021;
1;261;6.000;4.000;-3.600;m_y,D-;0.211;0.074;-0.026;0.211;0.074;-0.026;0.380;0.196;-0.039;
1;236;9.000;3.500;-3.600;m_y,D-;0.000;-0.007;-0.051;0.000;-0.007;-0.051;0.000;-0.007;-0.078;
1;140;7.500;2.000;-3.600;m_c,D-;0.030;0.004;0.000;0.030;0.004;0.000;0.035;0.010;0.000;
1;261;6.000;4.000;-3.600;m_c,D-;0.000;0.003;-0.175;0.000;0.003;-0.175;0.000;-0.064;-0.316;
1;1;0.000;0.000;-3.600;n_x,D;0.026;0.018;-0.010;0.026;0.018;-0.010;0.410;0.197;-0.115;
1;127;1.000;2.000;-3.600;n_x,D;0.000;0.007;-0.027;0.000;0.007;-0.027;-0.033;0.000;-0.070;
1;1;0.000;0.000;-3.600;n_y,D;0.026;0.018;-0.010;0.026;0.018;-0.010;0.410;0.197;-0.115;
1;1;0.000;0.000;-3.600;n_y,D;0.000;-0.003;-0.024;0.000;-0.003;-0.024;0.000;-0.074;-0.344;
1;17;8.000;0.000;-3.600;n_c,D;0.029;0.003;0.000;0.029;0.003;0.000;0.036;0.001;0.000;
1;1;0.000;0.000;-3.600;n_c,D;0.000;-0.003;-0.024;0.000;-0.003;-0.024;0.000;-0.074;-0.344;
Total;;;;;;0.211;0.074;0.000;0.211;0.074;0.000;0.410;0.197;0.000;
1;;;;;;-0.001;-0.007;-0.175;-0.001;-0.007;-0.175;-0.033;-0.074;-0.344;
;;;;;;;;;;;;;;;
;Total max/min values with corresponding values;;;;;;;;;;;;;;
1;261;6.000;4.000;-3.600;m_x,D+;0.211;0.074;-0.026;0.211;0.074;-0.026;0.380;0.196;-0.039;
1;72;4.500;1.000;-3.600;m_x,D+;-0.001;-0.001;-0.028;-0.001;-0.001;-0.028;0.000;-0.006;-0.021;
1;261;6.000;4.000;-3.600;m_y,D+;0.211;0.074;-0.026;0.211;0.074;-0.026;0.380;0.196;-0.039;
1;236;9.000;3.500;-3.600;m_y,D+;0.000;-0.007;-0.051;0.000;-0.007;-0.051;0.000;-0.007;-0.078;
1;140;7.500;2.000;-3.600;m_c,D+;0.030;0.004;0.000;0.030;0.004;0.000;0.035;0.010;0.000;
1;261;6.000;4.000;-3.600;m_c,D+;0.000;0.003;-0.175;0.000;0.003;-0.175;0.000;-0.064;-0.316;
1;261;6.000;4.000;-3.600;m_x,D-;0.211;0.074;-0.026;0.211;0.074;-0.026;0.380;0.196;-0.039;
1;72;4.500;1.000;-3.600;m_x,D-;-0.001;-0.001;-0.028;-0.001;-0.001;-0.028;0.000;-0.006;-0.021;
1;261;6.000;4.000;-3.600;m_y,D-;0.211;0.074;-0.026;0.211;0.074;-0.026;0.380;0.196;-0.039;
1;236;9.000;3.500;-3.600;m_y,D-;0.000;-0.007;-0.051;0.000;-0.007;-0.051;0.000;-0.007;-0.078;
1;140;7.500;2.000;-3.600;m_c,D-;0.030;0.004;0.000;0.030;0.004;0.000;0.035;0.010;0.000;
1;261;6.000;4.000;-3.600;m_c,D-;0.000;0.003;-0.175;0.000;0.003;-0.175;0.000;-0.064;-0.316;
1;1;0.000;0.000;-3.600;n_x,D;0.026;0.018;-0.010;0.026;0.018;-0.010;0.410;0.197;-0.115;
1;127;1.000;2.000;-3.600;n_x,D;0.000;0.007;-0.027;0.000;0.007;-0.027;-0.033;0.000;-0.070;
1;1;0.000;0.000;-3.600;n_y,D;0.026;0.018;-0.010;0.026;0.018;-0.010;0.410;0.197;-0.115;
1;1;0.000;0.000;-3.600;n_y,D;0.000;-0.003;-0.024;0.000;-0.003;-0.024;0.000;-0.074;-0.344;
1;17;8.000;0.000;-3.600;n_c,D;0.029;0.003;0.000;0.029;0.003;0.000;0.036;0.001;0.000;
1;1;0.000;0.000;-3.600;n_c,D;0.000;-0.003;-0.024;0.000;-0.003;-0.024;0.000;-0.074;-0.344;
;;;;;;;;;;;;;;;
Total;;;;;;0.211;0.074;0.000;0.211;0.074;0.000;0.410;0.197;0.000;
max/min;;;;;;-0.001;-0.007;-0.175;-0.001;-0.007;-0.175;-0.033;-0.074;-0.344;
