Surface No.;Grid;Grid Point Coordinates [m];;;;Moments [kNm/m];;;;Shear Forces [kN/m];;Axial Forces [kN/m];;;;
;Point No.;X;Y;Z;;m_1;m_2;α_b [deg];m_T,max,b;v_max,b;β_b [deg];n_1;n_2;α_m [deg];v_max,m;Surface Comment
1;215;14.000;3.000;-3.600;min;-0.002;-0.023;-87.88;0.001;0.003;-166.86;-0.003;-0.015;-57.67;0.002;
1;216;14.500;3.000;-3.600;max;0.018;0.002;67.53;0.008;0.010;167.40;0.013;0.001;68.19;0.012;
1;216;14.500;3.000;-3.600;min;-0.002;-0.018;-85.14;0.002;0.003;-137.84;-0.001;-0.013;-72.10;0.001;
1;217;15.000;3.000;-3.600;max;0.013;0.003;83.05;0.005;0.010;173.41;0.011;0.004;86.58;0.007;
1;217;15.000;3.000;-3.600;min;-0.003;-0.013;-72.10;0.001;0.005;-170.14;-0.004;-0.011;-86.90;0.001;
1;218;0.000;3.500;-3.600;max;0.018;-0.002;54.59;0.013;0.009;138.08;0.021;0.001;70.40;0.011;
1;218;0.000;3.500;-3.600;min;0.002;-0.018;-65.64;0.002;0.002;-116.87;-0.001;-0.021;-24.93;0.005;
1;219;0.500;3.500;-3.600;max;0.018;-0.005;35.92;0.014;0.006;76.77;0.028;-0.001;58.56;0.015;
1;219;0.500;3.500;-3.600;min;0.005;-0.018;-63.12;0.009;0.005;-164.77;0.001;-0.028;-32.69;0.006;
1;220;1.000;3.500;-3.600;max;0.018;-0.005;37.04;0.014;0.004;176.83;0.031;0.005;78.72;0.013;
1;220;1.000;3.500;-3.600;min;0.005;-0.018;-59.59;0.008;0.002;-13.37;-0.005;-0.031;-19.28;0.008;
1;221;1.500;3.500;-3.600;max;0.017;-0.001;39.81;0.013;0.002;151.51;0.034;0.002;89.10;0.016;
1;221;1.500;3.500;-3.600;min;0.001;-0.017;-61.78;0.003;0.001;-65.37;-0.002;-0.034;-88.05;0.006;
1;222;2.000;3.500;-3.600;max;0.014;-0.001;40.33;0.011;0.005;113.20;0.038;-0.001;89.41;0.020;
1;222;2.000;3.500;-3.600;min;0.001;-0.014;-61.56;0.002;0.001;-148.16;0.001;-0.038;-88.73;0.006;
1;223;2.500;3.500;-3.600;max;0.009;-0.001;65.07;0.008;0.021;142.20;0.046;-0.001;89.63;0.025;
1;223;2.500;3.500;-3.600;min;0.001;-0.009;-50.11;0.002;0.003;-112.22;0.001;-0.046;-69.46;0.002;
1;224;3.000;3.500;-3.600;max;0.022;0.005;77.99;0.009;0.017;125.15;0.056;0.012;84.09;0.022;
1;224;3.000;3.500;-3.600;min;-0.005;-0.022;-49.28;0.004;0.007;-101.12;-0.012;-0.056;-56.68;0.010;
1;225;3.500;3.500;-3.600;max;0.032;0.004;89.14;0.014;0.008;147.64;0.066;0.006;89.31;0.030;
1;225;3.500;3.500;-3.600;min;-0.004;-0.032;-88.36;0.006;0.001;-145.09;-0.006;-0.066;-17.15;0.009;
1;226;4.000;3.500;-3.600;max;0.033;0.002;87.56;0.016;0.006;178.64;0.074;0.005;88.19;0.035;
1;226;4.000;3.500;-3.600;min;-0.002;-0.033;-73.90;0.000;0.001;-179.19;-0.005;-0.074;-89.86;0.010;
1;227;4.500;3.500;-3.600;max;0.037;0.002;89.82;0.018;0.013;12.94;0.077;0.004;28.54;0.037;
1;227;4.500;3.500;-3.600;min;-0.002;-0.037;-89.56;0.004;0.004;-175.34;-0.004;-0.077;-86.26;0.003;
1;228;5.000;3.500;-3.600;max;0.046;0.002;7.04;0.022;0.028;10.13;0.082;0.003;31.59;0.039;
1;228;5.000;3.500;-3.600;min;-0.002;-0.046;-85.82;0.017;0.018;-174.26;-0.003;-0.082;-79.64;0.024;
1;229;5.500;3.500;-3.600;max;0.065;0.003;14.09;0.031;0.062;63.68;0.073;0.005;42.58;0.034;
1;229;5.500;3.500;-3.600;min;-0.003;-0.065;-81.51;0.018;0.022;-128.15;-0.005;-0.073;-78.34;0.031;
1;230;6.000;3.500;-3.600;max;0.091;0.003;53.09;0.047;0.010;110.99;0.071;0.006;65.70;0.034;
1;230;6.000;3.500;-3.600;min;-0.003;-0.091;-56.60;0.010;0.006;-173.27;-0.006;-0.071;-81.55;0.019;
1;231;6.500;3.500;-3.600;max;0.062;0.002;79.23;0.030;0.063;119.43;0.077;0.006;82.54;0.035;
1;231;6.500;3.500;-3.600;min;-0.002;-0.062;-14.42;0.018;0.017;-63.87;-0.006;-0.077;-43.40;0.031;
1;232;7.000;3.500;-3.600;max;0.043;0.002;85.10;0.020;0.031;172.79;0.090;0.004;83.57;0.043;
1;232;7.000;3.500;-3.600;min;-0.002;-0.043;-7.14;0.015;0.012;-9.01;-0.004;-0.090;-32.19;0.027;
1;233;7.500;3.500;-3.600;max;0.035;0.002;88.94;0.017;0.019;176.97;0.089;0.003;89.54;0.043;
1;233;7.500;3.500;-3.600;min;-0.002;-0.035;-86.87;0.006;0.002;-178.25;-0.003;-0.089;-82.59;0.016;
1;234;8.000;3.500;-3.600;max;0.034;0.002;88.54;0.016;0.021;9.55;0.090;0.003;35.29;0.043;
1;234;8.000;3.500;-3.600;min;-0.002;-0.034;-88.68;0.002;0.003;-177.54;-0.003;-0.090;-87.86;0.015;
1;235;8.500;3.500;-3.600;max;0.040;0.004;12.72;0.018;0.036;57.25;0.084;0.005;35.12;0.040;
1;235;8.500;3.500;-3.600;min;-0.004;-0.040;-84.04;0.010;0.011;-137.41;-0.005;-0.084;-83.24;0.020;
1;236;9.000;3.500;-3.600;max;0.051;0.006;56.64;0.024;0.013;113.37;0.078;0.007;61.26;0.036;
1;236;9.000;3.500;-3.600;min;-0.006;-0.051;-73.50;0.009;0.008;-177.68;-0.007;-0.078;-89.30;0.015;
1;237;9.500;3.500;-3.600;max;0.040;0.004;88.02;0.018;0.036;130.57;0.076;0.003;74.74;0.039;
1;237;9.500;3.500;-3.600;min;-0.004;-0.040;-12.35;0.010;0.011;-76.01;-0.003;-0.076;-84.33;0.016;
1;238;10.000;3.500;-3.600;max;0.035;0.002;88.85;0.017;0.021;175.82;0.077;0.003;88.24;0.038;
1;238;10.000;3.500;-3.600;min;-0.002;-0.035;-89.63;0.002;0.001;-6.32;-0.003;-0.077;-90.00;0.016;
1;239;10.500;3.500;-3.600;max;0.036;0.002;87.07;0.017;0.019;178.61;0.082;0.003;67.67;0.040;
1;239;10.500;3.500;-3.600;min;-0.002;-0.036;-89.40;0.007;0.008;-177.17;-0.003;-0.082;-83.59;0.010;
1;240;11.000;3.500;-3.600;max;0.044;0.002;6.55;0.021;0.031;8.44;0.092;0.003;18.58;0.045;
1;240;11.000;3.500;-3.600;min;-0.002;-0.044;-85.20;0.017;0.020;-172.18;-0.003;-0.092;-76.55;0.039;
1;241;11.500;3.500;-3.600;max;0.064;0.002;13.89;0.031;0.063;63.89;0.079;0.002;30.09;0.039;
1;241;11.500;3.500;-3.600;min;-0.002;-0.064;-76.78;0.029;0.056;-117.89;-0.002;-0.079;-63.33;0.037;
1;242;12.000;3.500;-3.600;max;0.091;0.001;50.10;0.047;0.010;176.97;0.055;-0.002;61.19;0.035;
1;242;12.000;3.500;-3.600;min;-0.001;-0.091;-46.31;0.011;0.003;-144.43;0.002;-0.055;-61.76;0.007;
1;243;12.500;3.500;-3.600;max;0.060;0.002;76.35;0.029;0.062;118.88;0.038;-0.014;36.96;0.032;
1;243;12.500;3.500;-3.600;min;-0.002;-0.060;-20.25;0.009;0.019;-78.58;0.014;-0.038;-65.03;0.018;
1;244;13.000;3.500;-3.600;max;0.039;0.002;85.07;0.019;0.029;172.16;0.034;-0.003;57.55;0.022;
1;244;13.000;3.500;-3.600;min;-0.002;-0.039;-7.89;0.016;0.026;-10.37;0.003;-0.034;-41.90;0.016;
1;245;13.500;3.500;-3.600;max;0.030;0.002;89.18;0.014;0.014;173.70;0.021;0.004;81.97;0.013;
1;245;13.500;3.500;-3.600;min;-0.002;-0.030;-89.73;0.002;0.004;-171.87;-0.004;-0.021;-72.89;0.007;
1;246;14.000;3.500;-3.600;max;0.025;0.001;9.01;0.012;0.007;179.10;0.022;0.003;78.06;0.014;
1;246;14.000;3.500;-3.600;min;-0.001;-0.025;-88.97;0.001;0.002;-179.81;-0.003;-0.022;-88.65;0.004;
1;247;14.500;3.500;-3.600;max;0.023;0.002;25.58;0.011;0.010;168.28;0.023;0.002;39.21;0.016;
1;247;14.500;3.500;-3.600;min;-0.002;-0.023;-86.25;0.001;0.004;-174.02;-0.002;-0.023;-76.85;0.001;
1;248;15.000;3.500;-3.600;max;0.023;0.002;58.88;0.010;0.007;111.35;0.012;0.002;87.64;0.012;
1;248;15.000;3.500;-3.600;min;-0.002;-0.023;-85.64;0.001;0.002;-148.10;-0.002;-0.012;-83.25;0.001;
1;249;0.000;4.000;-3.600;max;0.024;0.003;32.45;0.011;0.077;2.87;0.126;0.013;80.28;0.057;
1;249;0.000;4.000;-3.600;min;-0.003;-0.024;-74.91;0.007;0.042;-178.23;-0.013;-0.126;-12.75;0.033;
1;250;0.500;4.000;-3.600;max;0.014;-0.001;30.85;0.008;0.071;178.60;0.082;0.005;82.42;0.039;
1;250;0.500;4.000;-3.600;min;0.001;-0.014;-72.11;0.007;0.050;-5.97;-0.005;-0.082;-8.50;0.011;
1;251;1.000;4.000;-3.600;max;0.012;-0.001;48.12;0.007;0.067;179.51;0.052;0.000;89.10;0.027;
1;251;1.000;4.000;-3.600;min;0.001;-0.012;-67.16;0.004;0.037;-179.94;0.000;-0.052;-1.03;0.015;
1;252;1.500;4.000;-3.600;max;0.011;-0.001;39.14;0.007;0.065;179.80;0.044;-0.001;0.72;0.022;
1;252;1.500;4.000;-3.600;min;0.001;-0.011;-67.15;0.006;0.044;-0.49;0.001;-0.044;-89.43;0.012;
1;253;2.000;4.000;-3.600;max;0.009;-0.001;40.08;0.007;0.069;177.80;0.042;0.000;0.79;0.021;
1;253;2.000;4.000;-3.600;min;0.001;-0.009;-69.57;0.004;0.029;-4.25;0.000;-0.042;-89.29;0.013;
1;254;2.500;4.000;-3.600;max;0.012;-0.002;73.75;0.008;0.093;14.24;0.037;-0.003;86.67;0.020;
1;254;2.500;4.000;-3.600;min;0.002;-0.012;-23.76;0.005;0.057;-168.91;0.003;-0.037;-15.25;0.011;
1;255;3.000;4.000;-3.600;max;0.043;0.001;88.05;0.022;0.087;162.49;0.103;0.021;77.46;0.041;
1;255;3.000;4.000;-3.600;min;-0.001;-0.043;-59.83;0.004;0.013;-95.84;-0.021;-0.103;-83.56;0.007;
1;256;3.500;4.000;-3.600;max;0.040;0.000;82.66;0.020;0.035;178.96;0.112;0.001;87.46;0.056;
1;256;3.500;4.000;-3.600;min;0.000;-0.040;-88.40;0.002;0.005;-179.79;-0.001;-0.112;-36.99;0.002;
1;257;4.000;4.000;-3.600;max;0.035;0.000;88.97;0.018;0.031;176.80;0.093;0.000;89.95;0.047;
1;257;4.000;4.000;-3.600;min;0.000;-0.035;-72.92;0.001;0.007;-175.70;0.000;-0.093;-89.99;0.023;
1;258;4.500;4.000;-3.600;max;0.039;0.000;89.65;0.020;0.026;178.57;0.094;0.001;89.96;0.048;
1;258;4.500;4.000;-3.600;min;0.000;-0.039;-20.51;0.003;0.012;-6.72;-0.001;-0.094;-89.99;0.002;
1;259;5.000;4.000;-3.600;max;0.048;0.000;88.81;0.024;0.028;164.57;0.111;0.001;89.99;0.055;
1;259;5.000;4.000;-3.600;min;0.000;-0.048;-88.34;0.004;0.005;-161.77;-0.001;-0.111;-89.99;0.023;
1;260;5.500;4.000;-3.600;max;0.096;-0.002;5.59;0.049;0.101;36.01;0.175;0.008;11.67;0.084;
1;260;5.500;4.000;-3.600;min;0.002;-0.096;-84.68;0.045;0.084;-146.62;-0.008;-0.175;-81.00;0.069;
1;261;6.000;4.000;-3.600;max;0.172;-0.003;45.21;0.094;0.209;95.12;0.324;0.056;45.82;0.134;
1;261;6.000;4.000;-3.600;min;0.003;-0.172;-45.71;0.020;0.052;-179.83;-0.056;-0.324;-75.19;0.041;
1;262;6.500;4.000;-3.600;max;0.092;-0.002;85.21;0.047;0.110;149.02;0.178;0.008;81.40;0.085;
1;262;6.500;4.000;-3.600;min;0.002;-0.092;-5.71;0.041;0.078;-37.74;-0.008;-0.178;-13.32;0.056;
1;263;7.000;4.000;-3.600;max;0.045;0.001;88.96;0.022;0.036;159.72;0.118;0.001;89.99;0.059;
1;263;7.000;4.000;-3.600;min;-0.001;-0.045;-87.17;0.004;0.005;-164.93;-0.001;-0.118;-89.96;0.001;
1;264;7.500;4.000;-3.600;max;0.037;0.000;89.49;0.019;0.031;179.12;0.107;0.000;89.85;0.054;
1;264;7.500;4.000;-3.600;min;0.000;-0.037;-87.71;0.003;0.002;-179.88;0.000;-0.107;-89.96;0.006;
1;265;8.000;4.000;-3.600;max;0.036;0.000;89.24;0.018;0.036;172.45;0.112;0.001;89.96;0.056;
1;265;8.000;4.000;-3.600;min;0.000;-0.036;-89.44;0.002;0.004;-88.95;-0.001;-0.112;-89.80;0.001;
1;266;8.500;4.000;-3.600;max;0.054;-0.001;4.68;0.027;0.076;29.45;0.144;0.004;11.82;0.070;
1;266;8.500;4.000;-3.600;min;0.001;-0.054;-86.38;0.015;0.034;-156.22;-0.004;-0.144;-84.97;0.030;
1;267;9.000;4.000;-3.600;max;0.094;0.003;47.04;0.050;0.133;179.36;0.180;0.031;55.02;0.074;
1;267;9.000;4.000;-3.600;min;-0.003;-0.094;-48.47;0.010;0.036;-179.48;-0.031;-0.180;-59.98;0.037;
1;268;9.500;4.000;-3.600;max;0.054;0.000;86.46;0.028;0.076;156.07;0.089;0.004;86.28;0.044;
1;268;9.500;4.000;-3.600;min;0.000;-0.054;-4.94;0.016;0.009;-42.86;-0.004;-0.089;-44.09;0.012;
1;269;10.000;4.000;-3.600;max;0.037;0.000;89.20;0.019;0.035;173.87;0.086;0.001;89.99;0.043;
1;269;10.000;4.000;-3.600;min;0.000;-0.037;-89.57;0.002;0.005;-172.19;-0.001;-0.086;-89.98;0.008;
1;270;10.500;4.000;-3.600;max;0.038;0.000;89.98;0.019;0.031;179.71;0.099;0.000;89.92;0.050;
1;270;10.500;4.000;-3.600;min;0.000;-0.038;-89.61;0.003;0.004;-179.10;0.000;-0.099;-3.60;0.001;
1;271;11.000;4.000;-3.600;max;0.046;0.000;87.70;0.023;0.035;164.32;0.126;0.001;89.99;0.063;
1;271;11.000;4.000;-3.600;min;0.000;-0.046;-89.73;0.007;0.017;-159.13;-0.001;-0.126;-0.16;0.027;
1;272;11.500;4.000;-3.600;max;0.094;-0.002;5.60;0.048;0.108;36.36;0.204;0.009;9.16;0.098;
1;272;11.500;4.000;-3.600;min;0.002;-0.094;-85.12;0.042;0.090;-148.82;-0.009;-0.204;-81.36;0.084;
1;273;12.000;4.000;-3.600;max;0.171;-0.002;45.91;0.094;0.207;179.83;0.320;0.053;48.64;0.134;
1;273;12.000;4.000;-3.600;min;0.002;-0.171;-45.71;0.017;0.052;-93.91;-0.053;-0.320;-47.42;0.017;
1;274;12.500;4.000;-3.600;max;0.090;-0.003;84.55;0.047;0.100;145.71;0.122;0.007;75.81;0.058;
1;274;12.500;4.000;-3.600;min;0.003;-0.090;-5.70;0.043;0.091;-35.90;-0.007;-0.122;-14.97;0.054;
1;275;13.000;4.000;-3.600;max;0.042;0.000;89.00;0.021;0.025;155.68;0.048;0.001;89.93;0.023;
1;275;13.000;4.000;-3.600;min;0.000;-0.042;-21.93;0.002;0.008;-149.34;-0.001;-0.048;-1.87;0.001;
1;276;13.500;4.000;-3.600;max;0.031;0.000;5.74;0.016;0.023;4.22;0.028;-0.001;0.93;0.015;
1;276;13.500;4.000;-3.600;min;0.000;-0.031;-89.47;0.007;0.014;-177.63;0.001;-0.028;-89.49;0.010;
1;277;14.000;4.000;-3.600;max;0.026;0.000;82.60;0.013;0.028;172.13;0.034;0.001;13.93;0.017;
1;277;14.000;4.000;-3.600;min;0.000;-0.026;-87.00;0.002;0.005;-176.76;-0.001;-0.034;-88.92;0.000;
1;278;14.500;4.000;-3.600;max;0.028;0.000;24.09;0.014;0.031;174.98;0.062;0.003;9.67;0.030;
1;278;14.500;4.000;-3.600;min;0.000;-0.028;-87.04;0.004;0.011;-179.31;-0.003;-0.062;-84.52;0.001;
1;279;15.000;4.000;-3.600;max;0.034;-0.001;38.50;0.018;0.040;177.57;0.112;0.020;23.36;0.047;
1;279;15.000;4.000;-3.600;min;0.001;-0.034;-89.23;0.002;0.003;-176.12;-0.020;-0.112;-82.18;0.003;
Extremes;261;6.000;4.000;-3.600;m_1;0.172;-0.003;45.21;0.094;0.209;95.12;0.324;0.056;45.82;0.134;
1;236;9.000;3.500;-3.600;m_1;-0.006;-0.051;-73.50;0.009;0.008;-177.68;-0.007;-0.078;-89.30;0.015;
1;236;9.000;3.500;-3.600;m_2;0.051;0.006;56.64;0.024;0.013;113.37;0.078;0.007;61.26;0.036;
1;261;6.000;4.000;-3.600;m_2;0.003;-0.172;-45.71;0.020;0.052;-179.83;-0.056;-0.324;-75.19;0.041;
1;261;6.000;4.000;-3.600;m_T,max,b;0.172;-0.003;45.21;0.094;0.209;95.12;0.324;0.056;45.82;0.134;
1;110;8.000;1.500;-3.600;m_T,max,b;-0.001;-0.028;-50.53;0.000;0.003;-167.39;-0.007;-0.021;-89.75;0.005;
1;261;6.000;4.000;-3.600;v_max,b;0.172;-0.003;45.21;0.094;0.209;95.12;0.324;0.056;45.82;0.134;
1;27;13.000;0.000;-3.600;v_max,b;0.000;-0.028;-89.48;0.001;0.000;-172.74;0.000;-0.069;-90.00;0.001;
1;1;0.000;0.000;-3.600;n_1;0.023;0.003;72.77;0.012;0.101;9.09;0.351;0.066;21.04;0.143;
1;1;0.000;0.000;-3.600;n_1;-0.003;-0.023;-43.35;0.009;0.080;-176.42;-0.066;-0.351;-69.39;0.087;
1;1;0.000;0.000;-3.600;n_2;0.023;0.003;72.77;0.012;0.101;9.09;0.351;0.066;21.04;0.143;
1;1;0.000;0.000;-3.600;n_2;-0.003;-0.023;-43.35;0.009;0.080;-176.42;-0.066;-0.351;-69.39;0.087;
1;1;0.000;0.000;-3.600;v_max,m;0.023;0.003;72.77;0.012;0.101;9.09;0.351;0.066;21.04;0.143;
1;16;7.500;0.000;-3.600;v_max,m;0.000;-0.024;-89.30;0.003;0.004;-179.31;-0.001;-0.029;-89.88;0.000;
Total;;;;;;0.172;0.006;89.98;0.094;0.209;180.00;0.351;0.066;89.99;0.143;
1;;;;;;-0.006;-0.172;-89.98;0.000;0.000;-179.94;-0.066;-0.351;-90.00;0.000;
;;;;;;;;;;;;;;;;
;Total max/min values with corresponding values;;;;;;;;;;;;;;;
1;261;6.000;4.000;-3.600;m_1;0.172;-0.003;45.21;0.094;0.209;95.12;0.324;0.056;45.82;0.134;
1;236;9.000;3.500;-3.600;m_1;-0.006;-0.051;-73.50;0.009;0.008;-177.68;-0.007;-0.078;-89.30;0.015;
1;236;9.000;3.500;-3.600;m_2;0.051;0.006;56.64;0.024;0.013;113.37;0.078;0.007;61.26;0.036;
1;261;6.000;4.000;-3.600;m_2;0.003;-0.172;-45.71;0.020;0.052;-179.83;-0.056;-0.324;-75.19;0.041;
1;261;6.000;4.000;-3.600;m_T,max,b;0.172;-0.003;45.21;0.094;0.209;95.12;0.324;0.056;45.82;0.134;
1;110;8.000;1.500;-3.600;m_T,max,b;-0.001;-0.028;-50.53;0.000;0.003;-167.39;-0.007;-0.021;-89.75;0.005;
1;261;6.000;4.000;-3.600;v_max,b;0.172;-0.003;45.21;0.094;0.209;95.12;0.324;0.056;45.82;0.134;
1;27;13.000;0.000;-3.600;v_max,b;0.000;-0.028;-89.48;0.001;0.000;-172.74;0.000;-0.069;-90.00;0.001;
1;1;0.000;0.000;-3.600;n_1;0.023;0.003;72.77;0.012;0.101;9.09;0.351;0.066;21.04;0.143;
1;1;0.000;0.000;-3.600;n_1;-0.003;-0.023;-43.35;0.009;0.080;-176.42;-0.066;-0.351;-69.39;0.087;
1;1;0.000;0.000;-3.600;n_2;0.023;0.003;72.77;0.012;0.101;9.09;0.351;0.066;21.04;0.143;
1;1;0.000;0.000;-3.600;n_2;-0.003;-0.023;-43.35;0.009;0.080;-176.42;-0.066;-0.351;-69.39;0.087;
1;1;0.000;0.000;-3.600;v_max,m;0.023;0.003;72.77;0.012;0.101;9.09;0.351;0.066;21.04;0.143;
1;16;7.500;0.000;-3.600;v_max,m;0.000;-0.024;-89.30;0.003;0.004;-179.31;-0.001;-0.029;-89.88;0.000;
;;;;;;;;;;;;;;;;
Total;;;;;;0.172;0.006;89.98;0.094;0.209;180.00;0.351;0.066;89.99;0.143;
max/min;;;;;;-0.006;-0.172;-89.98;0.000;0.000;-179.94;-0.066;-0.351;-90.00;0.000;
